송산그린시티 동측지구내 선진적인 스마트시티 구축기술에 관한 연구 = The study on the deployment Technology o fthe advanced Smart City in Songsan Green Cit,"강세연(Kang Sei Yeon),곽준근(Kwag Jun Keun),양미란(Yang Mi Ran),오현석(Oh Hyun Seok)",한국통신학회,한국통신학회 학술대회논문집,"Vol.2018No.11[2018]
",2018,Korean,,,,"학술저널
",http://www.kics.or.kr,161-165,,,, DBpia,,"본 논문은 시민들의 Life Style변화에 대응하고 송산그린시티의 미래상을 달성하기 위해 기술과 주거,산업,관광레저 등 기능이 상호 효율적으로 융합된 환경친화적 첨단도시를 건설하기 위하여 스마트도시에 적합한 u-서비스 분야인 u-교통,u-방범,u-정보제공, u-상수도 및 초고속유선정보통신인프라 구축기술에 대하여 기술하기로 한다.",,"요약
Ⅰ.서론
Ⅱ. 본론
Ⅲ. 결론
참고문헌
"
서남권 요트 항로 가이드에 관한 스마트폰용 어플리케이션 프로토타입 개발,"강상일,김대희,조수산,서소연,임정빈,양원재",해양환경안전학회,해양환경안전학회 학술발표대회 논문집,"Vol.2012No.04[2012]
",2012,Korean,"요트 항로,항로 가이드,해양관광,요트 마리나,스마트폰 어플리케이션",,,"학술저널
",http://kosomes.mmu.ac.kr,51-54,,,, 코리아스칼라,,"최근 전국적으로 요트관련 산업이 활발하게 전개되고 있다. 특히, 전라남도는 천혜의 요트 최적지로서 우리나라 요트레저 수요를 충족하기 위하여 다양한 요트 계류장을 구축하고 있다. 그러나 현재 국내에는 요트 항로의 개발은 물론, 안전한 요트 항로 유도를 위한 장치의 개발이 전무한 실정이다. 본 연구에서는 최근 널리 보급되어 있는 스마트폰을 이용한 요트 항로 가이드용 어플리케이션 프로토타입을 개발하였다. 개발한 항로는 시범운영을 위하여 목포를 기점으",,
A Study on the SMART Tourism Information Utilization in Korea = 우리나라 호텔 및 레지던스 호텔에서 스마트관광을 위한 정보의 사용에 관한 연구,"Hyo-Kyung Kim(김효경),Jae-Young Moon(문재영)",한국컴퓨터정보학회,韓國컴퓨터情報學會論文誌(Journal of the Korea society of computer and information),"Vol.23No.10[2018]
",2018,Korean,"Smart Tourism,e-tourism,Tourism Information,Customer Management,Smart City",,KCI등재,"학술저널
",http://www.ksci.re.kr,203-207,,,, DBpia,,,"The purpose of this study is to investigate how smart tourism is applied to hotels and residences using ICT in Korea. Smart tourism is similar often used as a concept such as u-tourism, e-tourism, and digital tourism but the most similar of ubiquitous. This is reflecting to the fact that the recent trend of tourism has been decreasing from the large scale to the individual but the customers demand has been increasing, so we have examined how the hotel and the residence are adapting this situation. As a results, hotels and residences in Korea are reflecting to improve work process and remodeling of customer service.","Abstract
Ⅰ. Introduction
Ⅱ. Literature Review
Ⅲ. Research Model and Hypotheses
Ⅳ. Methodology
Ⅴ. Results
Ⅵ. Conclusion and Limitations
REFERENCES
"
자전거 사용자를 위한 Smart Headwear UX 컨텐츠 발굴 = UX Contents Development of Smart Headwear for bicycle user,"최재현(Jae-hyun Choi),배성수(Sung-soo Bae),김주희(Juhee Kim),윤상영(Sangyoung Yoon)",한국HCI학회,한국HCI학회 학술대회,"Vol.2017No.2[2017]
",2017,Korean,"자전거 사용자 경험,Smart Headwear,Persona,Journey map,UX 컨텐츠 발굴",,,"학술저널
",,216-219,,,, DBpia,,"최근 디지털 라이프 환경의 변화와 함께 Wearable Device 에 대한 기술들이 발전하고 있다. 특히, 스마트 안경의 관심과 시장성이 높아져 가고 있고, 스포츠용 스마트 안경 개발도 다양하게 이루어지고 있다. 그러나 실용성의 검증과 성공적인 수익 모델이 현재는 없는 상태이다. 자전거 비즈니스 관광 모델 해외성공사례를 참고로 스마트 안경을 통한 비즈니스 모델을 고려해 볼 수 있을 것이다. 본 연구는 자전거를 탈 때 전방 주시에 대한 중요성을 참고로 자전거 헬멧에 장착을 고려한 Smart Headwear 컨텐츠 발굴을 위해 User Research 를 진행하여 사용자 Needs 와 Pain Point 를 파악하고자 하였다. 그리고 UX 디자인 요소들을 도출하기 위해 Persona, Journey map 을 제작하여 자전거 사용자의 Cycling 을 위한 차별화된 경험 컨텐츠를 발굴하였다. 주요 컨텐츠는 Safety, Tour, Social, Health 로 현재 진행중인 본 연구에서는 자전거 경험 향상을 위해 도출된 컨텐츠들 중 안전한 사이클링을 할 수 있도록 길안내, 사고에 대한 대처, 자전거 여행을 위한 정보 제공에 대한 UX 디자인을 진행 중이다. 본 연구를 통해 발굴된 UX 컨텐츠 방향과 비즈니스 성공 모델이 될 수 있는 새로운 Smart headwear 개발 과정은 향 후 자전거용 스마트 디바이스에 대한 UX 전략을 수립하는데 활용 될 수 있을 것으로 기대 된다.",,"요약문
1. 서론
2. 사용자 조사
3. UX 분석
4. 분석결과
5. 결론
참고문헌
"
내수면 선박의 안전운항을 위한 스마트폰기반 어플리케이션 개발 = Development of Smart Phone Application for the Safe Operation of Inland Vessels,"조병완(Byung-Wan Jo),이윤성(Yun-Sung Lee),김도근(Do-Keun Kim),김정훈(Jung-Hoon Kim),김길용(Kil-Yong Kim)",한국콘텐츠학회,한국콘텐츠학회논문지,"Vol.16No.4[2016]
",2016,Korean,"내수면,선박,안전사고,운행도우미 어플리케이션,전자해도,Inland Water,Vessel,Accident,Navigation Guiding Applicaion,IENC",,KCI등재,"학술저널
",http://www.koreacontents.or.kr,442-454,0.0,,," NDSL, &nbsp;&nbsp; KCI, &nbsp;&nbsp; DBpia",,"최근 주 5일제 근무로 인한 여가시간 증가와 국민 소득수준의 향상으로 내수면에서의 레저 활동 및 관광인구가 증가함에 따라 내수면을 운항하는 선박과 레저장비는 지속적으로 증가할 전망이다. 이로 인해 내수면에서의 선박사고와 인명 사고 발생 가능성도 크게 높아지고 있다. 내수면에서 발생하는 선박의 안전사고를 미연에 방지하기 위해서는 선박의 항해정보와 위험상황 경고 및 긴급구조 지원시스템이 요구된다. 본 논문에서는 내수면에서 운항하는 선박 및 승객의 안전 확보를 위하여 현재 보급률이 우수한 스마트폰 기반의 운행도우미 어플리케이션을 개발하였다. 운행도우미 어플리케이션은 화면상에 내수면 전자해도와 자선 정보를 표시하고, 선박 사고 시 관제센터 및 주변 선박과 긴급구조 메시지를 송수신할 수 있는 기능을 지원한다. 이러한 운행도우미 어플리케이션을 구현하기 위해서는 내수면 전자해도의 구축이 필수적이다. 따라서 선박통행량과 거주인구가 가장 많은 한강(영등포, 광진구)일대를 대상으로 멀티빔 수심측량을 통해 수치지형도를 작성하고, 이를 기반으로 전자해도를 제작하였다.","Recently, due to the increment of national income and the living standard of citizens, the leasure business has been dramatically expanded. Among the business, inland water activities such as cruise tour or water taxi have drawn attention from the people. As more people come for a new pleasure, the frequency and the number of services continues to rise yet the safety of people values less recently. In fact, the number of relating accidents also has risen accordingly. In order to prevent such accidents in inland waters, the vessels’ real time voyage data, the advanced warning system and the emergency rescuing system are required. 
  In this paper, we have developed navigation guiding application for safety of passengers and vessels in inland waters. Navigation guiding applications not only provide Inland Electronic Navigational Chart(IENC) and vessel information but also allows communication between traffic service center and nearby vessels in case of an emergency situation.
  In order to implement Navigation guiding applications, developing Inland Electronic Navigational Chart was inevitable. Therefore, IENC of Han River, has developed based on measuring the water depth using multi-beam echo sounder system.","요약
Abstract
I. 서론
Ⅱ. 관련 연구 동향
Ⅲ. 내수면 전자해도 제작
Ⅳ. 운행도우미 어플리케이션 개발
Ⅴ. 현장적용 및 성능평가
Ⅵ. 결론
참고문헌
"
AI Technology for Smart City,김화종,한국정보통신설비학회,한국정보통신설비학회 학술대회,"Vol.2018No.08[2018]
",2018,Korean,,,,"학술저널
",,273-298,,,, eArticle,,,,"스마트시티
유비쿼터스도시(u-City)
스마트시티 목표
자율주행차
현황과 이슈
광주 스마트시티계획 (2017)
대구
부산
세종
인천
미국
중국
인도
스페인
정부의 역할 변화
표준화의 중요성
도시데이터 관리
융합이 핵심
AI
도시 전이학습
데이터 공유
Deep Learning City Framework
DCF 프레임워크의 장점
특징
활용 전략
활용 사례 - 재난관리
도시 간 교통관리
자원 및 에너지 관리
도시 연계 관광 서비스
개인정보 및 프라이버시 보호
방향
결론
"
The Planning Elements of the Sea Port City Regeneration Applying Smart,"Keun-Hyung Kim,Yung-Cheol BYUN,Sung-Back KIM",제주대학교 관광과경영경제연구소,産經論集,"Vol.40No.3[2020]
",2020,Korean,"Smart City,Decision Model,AHP,Priority Driving Tasks,Jeju",,KCI등재후보,"학술저널
",,27-38,0.0,,, 스콜라,,,"Purpose: The Smart City Project aims to secure the sustainability of cities with many social problems and to improve the lives of urban residents. However, the implementation tasks and methods for realizing a smart city may vary depending on the situation of each city. If you can determine the priority and appropriate methods of each project in the smart city project, you can increase the chances of smart city implementation success. In this paper, we proposed a decision model based on AHP (Analytical Hierarchy Process) that can identify the priority of each tasks that can be included in the smart city project and the appropriate methods for driving forward each task. The proposed decision model was applied in consideration of the situation of Jeju Smart City and suggested implications through expert surveys and analysis. Research design, data and methodology: The proposed decision model is designed to apply the AHP and has a structure including three-tier factors. In the proposed decision model, the first tier corresponds to the driving area of the smart city, the second tier corresponds to the driving task, and the third tier corresponds to the deriving method. The proposed decision model was applied to the Jeju Smart City project. In the Jeju Smart City decision model, evaluation factors in each tier were derived through literature review and expert brainstorming. As an example of applying the decision model for Jeju Smart City, tourism, resident life, and industry were derived as the promotion areas included in the first tier. The promotion tasks included in the 2nd tier include electric vehicle diffusion, energy development, MaaS, safety, and garbage. Big data platform and block chain special zone were derived. As the promotion methods for each project, the government-led, private enterprise-led, join-up, and living labs were drawn. The proposed decision model can be customized for each city's situation. Conclusions: The most important driving area in Jeju Smart City was the area of resident life. The tasks of high importance were in the field of safety and garbage. As for the method of deriving tasks in the project, the proportion of the government (public) lead was high. The decision model proposed in this paper can be customized for other smart city projects and used.",
The Planning Elements of the Sea Port City Regeneration Applying Smart Growth Principles: Focused on Connecting the Old Downtown to the Sea Port in Jeju City,"이생기,최용복",제주대학교 관광과경영경제연구소,産經論集,"Vol.40No.2[2020]
",2020,Korean,"Smart growth,Sea port City regeneration planning elements,Jeju Old Downtown . Jeju Port",,KCI등재후보,"학술저널
",,53-65,0.0,,, KCI,,,"Purpose-The smart growth principle is proposed as a way to cope with the disorderly spread of the sea port city.  The purpose is to derive planning elements for the sea port city regeneration that apply the smart growth principle. Research design- In the case of Jeju City, the Old Downtown surrounding Jeju Port showed a hollowing out of the city center. The competitiveness of the Old Downtown has weakened, losing its status as an economic center and deriving various urban problems. Therefore, this study uses smart growth principles to derive elements of the sea port city regeneration planning. data and methodology- 179 elements were finally selected through FGI techniques from planning elements obtained through prior research. A panel of 43 experts was selected and Delphi was used. Result-The results of the first Delphi survey showed that 179 planning elements were refined into 97 planning elements. The second Delphi survey also confirmed 97 planning elements as final 53 planning elements. The large class was finally selected for environmental, infrastructure and institutional, social and economic aspects. The Middle class was classified as smart environment, protection of ecological environment, harmony of environment and landscape in environmental aspect, open space. In infrastructure and institutional aspects, urban design, compressive and complex land use, support system, regenerative integration system hick and practice, social aspect is Amenity, safety, pedestrian-oriented space, and economic aspect is industrial infrastructure, marine tourism city, smith port, and utilization of historical space. The Subclass was confirmed to be 53. Conclusion –The number of planning elements for the the sea port city regeneration has been finalized at 53. In this process, some similar items have not been refined in classifying into The large class, The Middle class and The Subclass. Also, the fact that the Delphi open survey did not collect various views on Jeju Island's characteristics is a limitation of this study. In particular, there are academic limitations from various perspectives that there is a strong tendency to rely on the Delphi survey.",
O2O 서비스의 선택요인이 전환 비용 및 서비스 만족과 전환 의도에 미치는 영향 = 관광객 중심으로,"부용(Boo, Yong),변정우(Byun, Jeong-Woo)",한국호텔외식관광경영학회,호텔경영학연구,"Vol.26No.6[2017]
",2017,Korean,"O2O Service,Switching Cost,Service Satisfaction,Switching Intention,O2O 서비스,전환비용,서비스 만족,전환의도",,KCI등재,"학술저널
",http://www.kasha.or.kr,123-141,,,, DBpia,,"본 연구는 O2O 서비스를 사용함에 있어서 관광객의 불규칙적이고 다양하며 세분화되는 서비스의 선택요인에 대해서 규명하고 이 선택요인이 O2O서비스를 이용할 때 어떠한 영향을 미치는지 알아보고자 하였다. 기존 서비스 유통 채널에서 새로운 서비스 유통채널로의 전환과 기존에 사용 중인 O2O 서비스에서 다른 O2O 서비스로의 전환에서 나타나는 전환비용에 대해 조사하여, 궁극적으로 관광객이 서비스 채널을 전환하는 의도를 분석함으로써 많은 관광객 확보와 잠재 관광객의 탐색을 위한 기초 자료로 활용하고자 조사, 연구하였다. 관련된 실증분석을 위하여 서울시내 스마트폰 사용관광객을 대상으로 온라인 설문조사를 총 361명을 대상으로 실시하였다. 이중 310부를 본 연구의 분석 자료로 사용하였다. 본 연구를 통해 다음과 같은 시사점을 제시하고 있다. 관광객들의 O2O 서비스 선택요인이 크게 작용하면 전환비용이 낮아져서 전환의도가 높아지고, 선택요인 중에는 콘텐츠 요인이 전환비용과 가장 밀접한 것으로 나타났다. 또한 선택요인이 크게 작용하면 서비스 만족이 높아지며, 거래비용이 서비스 만족에 가장 큰 영향을 미치는 것으로 조사되었다. 이는 O2O 서비스의 선택요인 중에 콘텐츠와 거래비용이 서비스의 전환의도에 가장 밀접한 연관성을 가지고 있다는 것을 확인할 수 있었다. 본 조사연구의 결과는 O2O 서비스 기업에 종사하고 있는 실무자들에게 관련 서비스 이용자에 대한 인식과 세분화된 사용자 욕구를 정확하게 파악할 수 있을 것이다. 또한 경쟁하는 다른 기업과 차별화된 마케팅 전략을 수립하는데 좋은 자료로 활용할 수 있을 것이다. 특히 관광 관련 O2O 서비스 기업들이 관련 요인들을 정확히 인지하고, 고객들의 성향을 정확히 파악할 수 있어서 향후 발전적 사업모델을 위한 참고 자료로 사용할 수 있을 것이다.","This study tries to clarify the factors affecting the choice of irregular and segmented services of tourists when using O2O services, and to find out the influence of these factors on the use of O2O service. The main purpose of the study is to procure potential tourists by explaining the switching cost that occurs when switching from current O2O service to another O2O service and by analyzing the tourists"" intention of switching the service channel. The result also can be used as primary data to explore latent tourists. For empirical analysis, the study has conducted an online survey on 361 tourists using smart phones in Seoul. As a result, a total of 357 surveys were collected and 310 copies were used as the data for the final analysis. The test results show the following implications. When tourists’ choice of 020 service is significant, the switching cost is decreased. Thus, the intention to switch is increased. The test result implies that among the selection factors, content factor is most closely related with the switching cost. Also, significant influence of choice factor leads to the improvement of satisfaction of the service, and the transaction cost has the largest influence on the service satisfaction. This implies that contents and transaction cost have close relationships with the intention to switch service among the factors affecting the choice of O2O service. The results of this study will provide implications to the staffs and executives working in the field of O2O service regarding the awareness on service users and on the needs of segmented users. In addition, the results of this study can be used as a reference when establishing the differentiated marketing strategies and services. This research will help the O2O service companies to understand the related factors of consumers’ disposition and to develop advanced business models in the future.","Abstract
Ⅰ. 서론
Ⅱ. 이론적 고찰
Ⅲ. 연구 설계
Ⅳ. 실증 분석
Ⅴ. 결론
참고문헌
국문초록
"
키오스크의 타일구조 인터페이스에 관한 연구 = 한국관광공사 무인안내 시스템 중심으로,"채호병(Ho Byeung Chae),김성훈(Sung Hoon Kim)",한국디자인문화학회,한국디자인문화학회지,"Vol.19No.1[2013]
",2013,Korean,"키오스크,인터페이스,타일구조,사용성,Kiosk,Interface,Tile Structure,Usability",,KCI등재,"학술저널
",,429-436,2.0,,, DBpia,,"본 연구의 목적은 키오스크의 인터페이스가 넒은 분야에 적용할 수 있는 공통성이나 범용성을 지닐 수 있는 가이드라인 연구가 필요하다고 판단하고 xbox360, Windows Phone, Windows 8 사례를 통해 타일 구조인터페이스 특징이 키오스크에서 적합한지를 연구하고 타일구조로 되어 있는 한국관광공사 무인안내시스템의 인터페이스 분석을 통해 다음과 같은 결론을 도출하였다. 첫째, 규칙적인 인터페이스 요소는 확장성이 뛰어나며 정보인지에 기여 할 수 있었고 콘텐츠의 추가나 삭제가 용이하며 정보의 중요도에 따라서 다양하게 배치할 수 있는 장점이 있다. 둘째, 선택 영역을 크게 활용 할 수 있어 주목성과 가독성이 매우 높았는데 이것은 키오스크의 목적에 긍정적이며 콘텐츠 성격에 따라 타일 안에 다양한 시각적 요소를 효과적으로 표현 할 수 있다. 셋째, 터치스크린이 제공하는 조작방법(상하스크롤, 좌우 스크롤, 터치, 드래그)이 타일구조에서는 용이하 였으며 특히 스마트 폰에 익숙해진 사용자들에게는 매우 친숙한 경험을 제공하고 있다. 하지만 타일의 크기에 비해 실행 전 사전 정보를 제공하지 못하는 점과 터치스크린에 익숙하지 않은 사용자들에게 인터페이스 조작방법에 대한 안내가 부족한 것은 아쉬운 부분이다. 키오스크의 용도, 스크린의 화면크기, 사용대상, 설치 장소 등 여러 가지 환경적인 요인을 분류해 특징에 따른 타일구조 인터페이스의 사용성 분석은 본 연구에서는 충분히 다루지 못하였고 결론을 통해 타일구조 인터페이스가 키오스크에 가장 적합하다고 할 수 없지만 앞으로 대중화된 키오스크에서 사용성에 대한 근거와 표준제시를 위한 연구가 많이 필요 할것이며 본 연구도 관련분야에 기초 자료로 활용될 수 있을 것이라 사료된다.","This research has been carried out to investigate xbox360, Windows Phone, Windows 8 to figure out if the characteristics of tile-structured interface is appropriate for kiosk as there is need of guideline with community or generality for applying the interface to broader area. The results of analysis on tile-structured interface of kiosk (unmanned guide system of Korea Tourism Organization are as follows. Firstly, regular interface is very expandable, can contribute to catching information and, makes it easy to delete or add contents and can be arranged in various ways according to the level of importance of the information. Secondly, the selected area can be utilized to large extent therefore the levels of attractiveness and legibility are very high. This aspect gives positive influence on kiosk and visual elements can be expressed in various ways according to feature of the content. Third, the controls of touch screen (up-down scroll, left-right scrolls, touch, drag) has been found to be appropriate for the tile-structured interface and this is very friendly especially for smart phone users. However, it cannot provide information in advance as much as the size and the guide on touch screen is not enough for the ones who are not accustomed to the method. The usability of tile-structured interface has not been dealt enough in this research taking into account environmental elements including usage of kiosk, screen size, user and installation place. Further, the tile-structured kiosk may not be the best option for kiosk but there needs to be further research on usability of kiosk, evidence and standard need to be suggested. Finally, this research would be utilized as the basic data.",
