스마트 폰 기반 Self-Tour 서비스 기술 연구 = Self-Tour Service Technology based on a Smartphone,배경율(Kyoung Yul Bae),한국지능정보시스템학회,지능정보연구,"Vol.16No.4[2010]
",2010,Korean,"Smartphone,Self-Tour,Push Service,Location Based Service",3.0,KCI등재,"학술저널
",http://www.kiiss.or.kr,147-157,3.0,,," NDSL, &nbsp;&nbsp; KCI, &nbsp;&nbsp; DBpia",영남대학교 과학도서관,"아이폰의 등장과 함께 스마트 폰에 대한 관심이 높아지고, 통신사업자를 통해야만 가능했던 다양한 서비스가 스마트 폰을 통해서 직접 제공할 수 있는 환경이 가능해졌다. 전세계적으로 해외 관광객이 증가하면서 관광가이드 없이 자신의 노력으로 여행을 다니는 개인관광객도 증가하고 있다. 그러나 우리나라를 방문하는 외국인들이 개인적으로 여행을 즐기기에는 언어소통이나 제공되는 정보의 부족으로 어려움을 느끼고 있다.
본 연구에서는 스마트 폰이 탑재하고 있는 GPS와 WiFi 또는 3G 무선망을 통해서 사전에 설정된 관광 정보 카테고리에 따라서 관광객의 위치에 따른 관련 정보를 자동으로 제공함으로써 관광객의 편의성을 높이는 서비스 기술을 개발하였다. 개발된 서비스는 인사동을 대상으로 시험하였으며, 사용자의 선택과 같은 불편함 없이 주변정보를 제공함으로써 관광에 대한 편의성을 최대한 높였다.",,"1. 서론
2. Self-Tour 서비스 구조 설계
3. Self-Tour 서비스 프로토타입 구현
4. 실험결과
5. 결론
참고문헌
Abstract
저자소개"
스마트폰 외식관련 어플리케이션의 사용용이성이 이용의도에 미치는 영향에 관한 연구 = 친숙도와 유용성의 매개효과를 중심으로,"김기진(Gi Jin Kim),변광인(Gwang In Byun),양정미(Jung Mee Yang)",한국호텔외식관광경영학회,호텔경영학연구,"Vol.20No.6[2011]
",2011,Korean,"스마트폰,외식 어플리케이션,사용용이성,친숙도,유용성,이용의도,Smart Phone,Food Service Related Application,Easiness to Use,Familiarity,Usefulness,Use Intention of Use",,KCI등재,"학술저널
",http://www.kasha.or.kr,61-81,,,, DBpia,,"본 연구는 스마트폰의 외식관련 어플리케이션 사용용이성이 친숙도와 유용성에 미치는 영향을 살펴보고, 친숙도가 유용성과 이용의도에 미치는 영향을 살펴보며, 유용성이 이용의도에 미치는 영향을 살펴보고자 하였다. 또한, 사용용이성과 유용성 사이에 친숙도의 매개효과를 살펴보고자 하였고, 사용용이성과 이용의도 사이의 친숙도와 유용성의 매개효과를 살펴보고자 하였다. 본 연구의 표본은 서울?경기지역, 대구?경북지역 그리고 부산?경남지역에 거주하는 스마트폰의 외식관련 어플리케이션 기능을 사용해 본 경험이 있는 소비자들을 대상으로 설문조사하였고, 총 266부가 최종분석에 사용되었다. 분석결과 스마트폰의 외식관련 어플리케이션기능의 사용용이성 하위차원인 실용성, 커뮤니케이션, 메뉴선택용이성이 친숙도에 유의한 영향을 미치는 것으로 나타났고, 외식업체이용편리성과 메뉴선택용이성은 유용성에 유의한 영향을 미치는 것으로 나타났다. 또한, 친숙도는 유용성과 이용의도에 유의한 영향을 미치는 것으로 나타났고, 유용성은 이용의도에 유의한 영향을 미치는 것으로 나타났다. 추가적으로 사용 용이성과 이용의도 간에 친숙도와 유용성은 유의한 매개효과가 있는 것으로 나타났다.","The purpose of this study was to examine the effect of the easiness to use food service related application of smart phone on familarity and usefulness, that of familarity on usefulness and intention of use, and that of usefulness on intention of use. Also, it tried to identify the mediation effect of familarity between usefulness and easiness to use, and that of familarity and usefulness between easiness to use and intention of use. A survey was conducted on those who had an experience of using the food service related application in their smart phone, and who lived in Seoul/Gyeonggi, Daegu/Gyeongbuk, and Busan/Gyeongnam area. Total 266 questionnaires were used for final analysis. As a result, it was found that practicability, communication, and easiness to choose menu which were the lower level of easiness to use food service related application had a significant effect on familarity, and that convenience to use food service shops and easiness to choose menu on usefulness. Also, it was shown that familarity had a significant impact on usefulness and intention of use, and usefulness on intention of use. In addition, it was found that familarity and usefulness had a significant mediation effect between intention of use and easiness to use.",
스마트 글래스의 광업 분야 활용을 위한 특징과 적용사례 분석 = Analysis of Features and Applications of Smart Glass for Utilization in the Mining Industry,"김다원,백지은,최선한,손한암,하완수,최요순",한국자원공학회,한국자원공학회지(Journal of the Korean Institute of Mineral and Energy Resources Engineers),"Vol.56No.5[2019]
",2019,Korean,"스마트 글래스,광산업,가상현실,증강현실,Smart glass,Mining industry,Virtual reality,Augmented reality",,KCI우수등재,"학술저널
",,457-467,0.0,,, KCI,,"본 연구에서는 스마트 글래스의 광업 분야 활용을 위해 기술의 특징과 다양한 활용사례를 분석하였다. 문헌조사를 통해 스마트 글래스의 원리와 대표적인 제품들의 특징을 정리하였고, 의료, 관광, 교육, 물류 등 다양한 분야에서의 활용사례를 분석하였다. 광업 분야에서는 가상현실이나 증강현실 기술을 활용한 일부 사례들이 보고되었으나, 스마트 글래스를 활용한 사례는 현재까지 발견할 수 없었다. 스마트 글래스는 작업자들의 업무 패턴을 획기적으로 바꿀 수 있는 잠재력이 있는 기술로서 향후 광업 분야에 도입할 경우 현장의 생산성과 안전성 개선을 위해 유용하게 활용할 수 있을 것이다.","In this study, the features and applications of smart glass for utilization in the mining industry were analyzed.
The main and most representative commercial products of smart glass were reviewed based on the existing literature.
Moreover, smart-glass applications in various fields, such as health care, tourism, education, and logistics, were analyzed.
Although several cases of using virtual- or augmented-reality technology in the mining industry have been reported, no smart-glass applications have been presented yet. Smart glass is a technology that has the potential to dramatically change the work patterns of workers. In the future, when this technology is introduced to the mining industry, it will be useful in improving productivity and safety.",
스마트폰 기반 협업 어플리케이션의 사용에 대한 호텔 직원의 가치구조 분석 = 하드 래더링 기법의 활용,"이금실(Lee, Keum-Sil)",한국호텔외식관광경영학회,호텔경영학연구,"Vol.24No.2[2015]
",2015,Korean,"Smartphone,Collaborative Application,Mobile Office,Laddering,Hotel Information System,스마트폰,협업 어플리케이션,모바일 오피스,래더링,수단-목적 사슬,호텔 IS",,KCI등재,"학술저널
",http://www.kasha.or.kr,19-39,,,, DBpia,,"본 연구의 목적은 최근 새로운 업무 환경의 도구로 확산되고 있는 스마트폰 기반 협업 어플리케이션을 수용하는 사용자의 행동을 개인의 가치와 연관시켜 기술과 사용자 간의 관계를 심층적으로 살펴보는 것이다. 이에 세부적인 연구 목적은 다음과 같다. 첫째, 스마트폰 기반 협업 어플리케이션 사용 행동을 호텔 직원 개인의 가치구조 맥락에서 이해하고자 하였다. 이를 위해 수단-목적 사슬 이론을 토대로 호텔 직원들의 가치구조를 속성(Attribution) - 혜택(Consequence) - 가치(Value)의 단계의 연결관계로 보여주고자 한다. 둘째, 사용자의 업무 환경 특성에 따른 기술 수용 행동의 차이 여부를 살펴보기 위해 업무 유형을 프론트 오피스(F/O)와 백 오피스(B/O)로 나누어 각각 그룹의 가치구조를 비교 분석해 본다. 연구결과, 전체 직원의 가치구조(A-C-V)는 ‘원활한 시스템의 접속(A) - 업무 관련 자료의 검색 및 다운로드의 편리함(C) - 합리적인 생활(V)’의 연결 관계가 가장 강하게 나타나고 있었다. 또한 업무 유형에 따라 F/O 그룹은 ‘어플리케이션 메뉴 사용 과정의 편리함’을 중요하게 고려한 반면, B/O 그룹은 ‘원활한 시스템 접속’을 가장 중요하게 고려하고 있었다. 또한 속성을 통해 기대하는 혜택 단계에 있어서 F/O 그룹은 다수가 ‘업무 시간 관리가 효율적임’을 중요하게 고려하고 있지만, B/O 그룹은 ‘업무 관련 자료를 검색, 다운로드 할 때 편리함’을 중요하게 고려하고 있었다. 그러나 가치 단계에서는 두 그룹 모두 최종적으로 ‘합리적인 생활’을 추구하고 있는 것으로 나타났다. 한편, 스마트 모바일 오피스 환경에 대한 선행연구 결과와 달리, 스마트 모바일 오피스 기술환경에 대한 개인의 가치가 시간의 흐름에 따라 ‘유능함’에서 ‘합리적인 생활’ 로 변화되고 있는 것으로 나타났다. 본 연구는 스마트폰 기반 협업 어플리케이션을 사용하는 국내 호텔 기업에 대한 실증 연구로, 연구 결과를 토대로 BYOD 업무 환경을 구축 및 관리하는 호텔 기업의 업무 담당자 및 기업의 관리자에게 실무적 시사점을 제시하고자 하였으며, 학문적으로는 기술수용에 대한 사용자의 태도를 수단-목적 사슬 이론과 래더링 기법이라는 새로운 연구관점에서 바라본 실증연구라는 점에서 의의를 갖는다.","This paper investigates hotel employees’ adopting behavior of smartphone-based collaborative applications in a means-end framework, which helps understanding the linkage of A(Attributes)-C(Consequences)-V(Values) from their value-structure. An empirical study using a hard laddering approach provides us with a deeper understanding of the hotel employees’ adopting behavior of the smartphone-based collaborative applications. The study encompasses two objectives. The first identifies all hotel employees’ value-structure of using smartphone-based collaborative applications. The second finds out whether the hotel employee’s value-structure of using smartphone-based collaborative applications were affected by their workplace. The study sample comprises employees of five-star hotels who utilize smartphone-based, collaborative applications at work. Of the 287 surveys distributed, after excluding those incomplete or ineligible, 239 valid responses remained for an analysis. Data analysis employed Microsoft Excel. The main finding of the study were as follow. First, the most important ladders of value structure are ‘seamless access(A) - convenient for searching and downloading of business data(C) - rational/logical(V)’. Second, the most important ladders of F/O group’s value structure are ‘convenient for using applications menu(A) - efficient time management(C) - rational/logical(V)’, while B/O group’s value structure are ‘seamless access(A) - convenience(C) - rational/logical(V)’. The findings of the study provide new theoretical insights for adopting behavior of new collaborative systems in the hotel industry and contribute to the hotel operations in implementing mobile office management.","Abstract
Ⅰ. 서론
Ⅱ. 이론적 배경
Ⅲ. 연구방법
Ⅳ. 실증분석
Ⅴ. 결론
참고문헌
국문초록
"
스마트폰 기반의 LBS를 이용한 투어게임에 관한 연구 = A Study of Tour Game Using LBS based on Smart Phone,"김용호,김형균",한국디지털정책학회,디지털융복합연구(Journal of Digital Convergence),"Vol.10No.5[2012]
",2012,Korean,"위치기반서비스,스마트폰 앱,투어게임,A-GPS,경주관광,LBS,Smart phone APP,Tour game,A-GPS,GyoengJu tour",326.41,KCI등재,"학술저널
",http://www.policy.or.kr,239-244,1.0,,," NDSL, &nbsp;&nbsp; KCI, &nbsp;&nbsp; eArticle",,"본 논문에서는 스마트폰 기반의 LBS를 이용한 투어게임을 제안하였다. 이 게임은 신라의 시대적 배경과 경주의 공간적 배경을 바탕으로 한다. 투어게임의 이벤트는 스마트폰 기반의 LBS를 이용하여 서비스되고, 미리 측정된 GPS값과 스마트폰에서 측정된 A-GPS 값을 비교하여 발생했다. 게임의 기획과 실행 화면에 대해 살펴보았으며, 향후 발전방향에 대하여 논하였다.",,"요약
 Abstract
 1. 서론
 2. 관련 연구
 2.1 위치기반서비스(LBS)
 2.2 A–GPS (Assisted GPS)
 2.3 개발 필요성
 3. 투어게임의 기획
 3.1 스토리 배경
 3.2 게임 스토리 진행
 4. 투어게임의 구현
 4.1 A-GPS 기반 이벤트 프로세스
 4.2 ""가자! 서라벌"" 게임의 구현
 5. 결론
 참고문헌"
관광객의 스마트폰 이용 행위 요인: 모바일 뱅킹 서비스 중심 = Behavioral Factors Affecting Tourists' Smartphone Usage: Focus on Mobile Banking Service,"구효천,김민철",한국디지털정책학회,디지털융복합연구(Journal of Digital Convergence),"Vol.17No.2[2019]
",2019,Korean,"Tourists,Smartphone-based mobile banking,Perceived security,Habits,Behavioral factors on usage,관광객,스마트폰 기반 모바일뱅킹,인지된 보안성,습관,이용행동의도",,KCI등재,"학술저널
",http://www.policy.or.kr,127-134,1.0,,," NDSL, &nbsp;&nbsp; KCI, &nbsp;&nbsp; eArticle",,"본 연구에서는 관광객을 대상으로 스마트폰 모바일뱅킹 서비스에 대한 행동 의도에 미치는 영향 요인들을 탐색하고자 한다. 모바일 인터넷 기술의 발전과 스마트 폰의 보급으로 인해 스마트폰 기반의 모바일뱅킹에 대한 관심과 보급이 대중화되고 있다. 이러한 상황에서 본 연구에서는 독립변수로서 기대 성과, 사회적 영향, 촉진 조건, 인지된 재정적 비용, 습관, 인지된 보안 수준을, 그리고 종속변수로서 사용자의 이용행동의도 사이의 관계를 분석하였다. 본 연구에서는 제주국제공항에서 중국 관광객을 대상으로 203명의 응답자를 대상으로 분석을 실시하였고, Smartpls 3.0으로 독립변수들의 영향 정도를 파악하였다. 분석 결과 인지된 보안 수준 및 습관이 행동 의도에 긍정적인 영향을 미침을 알 수 있었다. 특히 인지된 보안을 최근에 스마트폰 기반 모바일뱅킹의 중요한 이슈라는 점에서 본 연구 결과에 부합된다. 본 연구는 관광객 대상으로 스마트폰 기반 모바일 뱅킹 서비스의 행위 요인에 대한 분석이라는 점에서 의의를 가진다.","The purpose of this study was to investigate the factors affecting the behavior intention of smartphone mobile banking service among tourists. Currently, due to the development of mobile Internet technology and the spread of smartphone all over the world, interest and spread of smart phone based mobile banking is popularized. Thus, we analyzed the relationship among performance expectancy, social influence, facilitating conditions, perceived financial cost, perceived habit, perceived security level, and user's behavioral intention as a dependent variable. In this study, 203 respondents were interviewed about Chinese tourists at Jeju International Airport, and the influence of independent variables was determined by Smartpls 3.0. The results showed that the perceived security level and habit had a positive effect on the behavior intention. Especially, perceived security is a major issue of smartphone-based mobile banking in recent years. This study is meaningful in that it is an analysis of behavior factors of smartphone-based mobile banking service for tourists.",
공간정보기반 스마트 하천관리시스템 구현에 관한 연구 = Spatial Information based Implementation of the Smart River Management Systems,"오승훈,오종우",한국사진지리학회,한국사진지리학회지,"Vol.22No.4[2012]
",2012,Korean,"공간정보기반,유비쿼터스,하천관리시스템,uIT기반 GIS,patial information,smart river,uIT based GIS",,KCI등재,"학술저널
",,159-168,1.0,,, KCI,,"국토의 하천에 대한 기능 활성화 차원의 토목건설분야 와 첨단화 정보기술분야의 산업적인 융합에 의한 차세대 하천살리기 솔류션 구현을 목표로 공간정보기반의 스마트 하천관리시스템의 모델을 제시하였다. 제시된 공간정보기반의 스마트 하천관리시스템의 구축 모델로 uIT기반의 GIS, RFID, USN, ELD 기술의 유기적인 융합과 선택으로 하천의 형상관리, 생태관리, 시설관리, 관광관리, 문화관리 및 소득창출 등의 시너지 효과를 달성할 수 있는 정책을 재구성하여 국책사업의 본질을 상호발전할 수 있는 생산성 기반의 목표설정으로 구현한다.","This study concentrates on a model of the spatial information based smart river management systems in order to not only activate civil sites of the river function but also converge information technology of uIT and smart GIS. Created smart river management model to generate spatial information based smart river operating systems guides to adapt shapes management, biomass management, facility management, tours management, cultural system management and income value adding uIT based GIS, RFID, USN, ELD technologies for the national income creation using the spatial river management policy.",
안드로이드기반 스마트 모바일기기를 활용한 단체여행 지원시스템 개발 = Development of Android Based Group Tour Supporting System Using Smart Mobile Devices,"주동훈,김광수,임원태,문미경",한국차세대컴퓨팅학회,한국차세대컴퓨팅학회 논문지,"Vol.9No.5[2013]
",2013,Korean,"안드로이드,스마트모바일기기,위치기반서비스,단체여행,Android,Smart mobile device,Location-based Service,Group tour",28.0,KCI등재,"학술저널
",,49-58,2.0,,, eArticle,,"국내에서는 주 5일제 시행으로 인해 관광산업이 꾸준히 성장하고 있다. 이러한 성장 흐름을 현재 대중화되어진 스마 트 모바일기기에 반영하여 스마트하고 안전한 단체여행을 지원하기 위한 시스템을 개발할 필요성이 생겼다. 본 논문 에서는 안드로이드기반 스마트 모바일기기를 활용한 안전여행 시스템의 개발 내용에 대해 기술한다. 본 시스템은 스 마트 탭을 이용하여 가이드가 n명의 여행객들을 관리하기 위해 안드로이드 기반의 가이드 용 앱을 가지고 있으며, 다양한 여행지의 콘텐츠를 보고 가이드의 관리메시지를 수신할 수 있는 여행객용 앱, 그리 고 이러한 가이드와 여행 객들의 그룹 m개를 실시간으로 모니터링하고 여행상품 콘텐츠를 관리할 수 있는 여행사용 서버 시스템으로 구성된 다. 이러한 기능들은 단체여행 시 반복적으로 이루어지는 인원점검이나 이탈자 확인 작업으 로 인해 소비되는 불필요 한 시간을 줄여줌으로써 여행의 만족도를 높여주게 된다. 이 시스템에서는 가이드와 여행객 들의 실시간 위치값을 처 리하기 위해 위치기반서비스(Location Based Service) 플랫폼을 이용하며, 가이드와 여행 객들 사이 메시지 송수 신을 위해 GCM(Google Cloud Messaging) 서비스를 이용한다.",,"요약
 Abstract
 1. 서론
 2. 관련연구
  2.1 위치기반 서비스(Location Based Service)
  2.2 단체 여행객 관리시스템 관련연구
 3. 안전여행 시스템
  3.1 시스템 아키텍처
  3.2 여행사용 서버
  3.3 가이드 애플리케이션
  3.4 여행객 애플리케이션
 4. 비교평가
 5. 결론 및 향후 연구 방향
 참고문헌"
개인스케줄과 지도서비스를 결합한 안드로이드 스마트폰 앱의 구현 = An Android Application for Combining Personal Schedules with Map Services,"이하정,이양원",한국지도학회,한국지도학회지,"Vol.10No.2[2010]
",2010,Korean,"안드로이드 애플리케이션,개인화,지도서비스,Android application,Personalization,Map services",989.0,KCI등재후보,"학술저널
",,103-111,5.0,,," 코리아스칼라, &nbsp;&nbsp; eArticle",,"지리정보 및 시공간정보의 활용은 사용자 중심의 모바일 애플리케이션 발전에 있어 매우 중요한 역할을 담당한다. 현재 지도서비스와 연계된 스마트폰 애플리케이션은 다수 제공되고 있으나, 지리정보를 활용하는 연구는 관광정보, 버스정보 등 소수의 사례만이 보고되었다. 이러한 연구들에 부가하여, 모바일이라는 개인화된 환경을 고려할 때 사용자 자신과 관련된 정보와 지도서비스를 결합하는 지리정보 애플리케이션의 개발이 매우 필요하다고 하겠다. 이에 본 연구에서는 스마트폰의 네이티브 애플리케이션인 캘린더와의 동기화를 통해 개인스케줄을 지도서비스와 결합하는 애플리케이션을 구현함으로써 위치, 시각, 일정 등 개인화된 상황문맥을 스마트 폰에서 활용하는 방안을 제시하고자 한다. 본 애플리케이션은 개방형 운영체제로서의 잠재력을 가진 안드로이드 탑재 스마트폰을 타겟으로 하여 자바 언어로 개발되었으며, GPS 위치정보와 구글맵스 지도서비스를 활용하여 개인스케줄을 지도화하고, 사용자 주변 도로교통상황의 표시, 지오코딩에 의한 장소검색 등의 기능을 제공한다. 이 애플리케이션 구현에 사용된 코드들은 라이브러리 형태로 패키징되어 다른 애플리케이션 개발에 재사용 및 확장 가능하다.",,"요약
ABSTRACT
 I. 서론
 II. 관련 기술 및 사례 검토 
 1. 스마트폰 운영체제 
2. 안드로이드의 시스템 아키텍처 
3. 안드로이드 애플리케이션의 구성요소 
4. 지도서비스를 이용한 안드로이드 애플리케이션
 III. 안드로이드 애플리케이션의 설계 
 1. 설계의 핵심사항과 시스템 아키텍처 
2. 애플리케이션 개발 환경
 IV. 안드로이드 애플리케이션의 구
 V. 결론 참고 문헌"
역사유적지의 관광객을 위한 스토리기반 스마트콘텐츠 연구 - ‘수원화성-건립’을 중심으로,"장예빛,이윤진,오규환,석혜정",한국영상학회,한국영상학회 논문집,"Vol.14No.4[2016]
",2016,Korean," 역사유적지, 에듀테인먼트, 애니메이션, 스토리기반 스마트콘텐츠, 사용자평가, Historical Site, Edutainment, Animation, Story-Based Smart Contents, User Test",,KCI등재,"학술저널
",,43-56,1.0,,, eArticle,,"역사유적지를 찾는 관광객들에게 제공되고 있는 미디어는 유적이나 유물의 이미지, 동영상, 텍스트, 나레이션 등의 사전적인 정보전달 기능을 갖는 디지털 리플렛의 형태로 제공되는 콘텐츠가 대부분이다. 최근에는 스마트 디바이스가 일반화 되면서 스마트콘텐츠가 사용자의 다양한 요구에 편리하고 빠른 해결책을 제공하기 위해 상호작용이 가능한 스마트콘텐츠를 제공하기 시작하고 있다. 한편, 관광객들이 관광지를 선택하는 요인에 대한 선행 연구들에서 관광매력 중 하나인 교육성과 관련한 ‘경험적 가치’가 큰 역할을 하는 것을 알 수 있었다. 그러므로 교육과 재미를 합쳐 학습자의 학습효과를 높이는 에듀테인먼트 콘텐츠의 속성을 갖는 애니메이션을 이용하여, 역사유적에 관한 학습내용을 스토리텔링과 함께 관광객에게 제공하는 것을 목적으로 콘텐츠를 제작하였다. ‘수원화성-건립’ 편은 정조가 성을 축조한 배경과 그 당시 사용한 ‘거중기’와 ‘녹로’의 원리와 쓰임새에 대한 리니어/인터랙티브 애니메이션이다. 이 콘텐츠의 사용자 평가는 역사적 장소에 대한 관심이 높은 집단일수록 이러한 콘텐츠를 상대적으로 긍정적으로 평가하고 재이용의도가 높은 것으로 나타나, 관광객의 ‘경험적 가치’를 높이는데 기여할 수 있는 가능성을 보여준다.","Most media content for tourists at historical sites are in the form of ‘Digital Leaflets’ which include images, video clips, text, and narrations conveying encyclopedic knowledge. Lately, with the growth of the smart media use, users are provided with smart contents for more rapid solutions to their various needs. Meanwhile, ‘experiential value’ related to education is one of the factors linked to tourists’ decision-making activities, and it plays an important role in tourism. Thus, we developed story-based animation content to provide proper information at historical sites with fun factors for tourists. ‘Suwon Hwaseong-Construction’ refers to a form of linear/interactive animation that presents the historical background, development history, functions, and use of ‘Geojunggi’ and ‘Nokro’. In a user test, tourists with more interest in historical sites in general showed relatively more positive attitudes and higher levels of an intention to re-use the content. This finding shows that the story-based smart content can contribute to tourists’ decision-making activities to enhance their ‘experiential value’ when they visit historical sites.","Abstract
 국문초록
 1. 서론
 2. 수원화성을 소재로 한 스마트콘텐츠 제작
  2.1 이론적 배경
  2.2 스토리
  2.3 콘텐츠 제작
 3. 사용자 평가
  3.1 평가방법
  3.2 연구문제
  3.3 척도
 4. 결론
 참고문헌"
