word,synonym,description
"내외부 인터럽트, 內外部-, internal and external interrupt",동의어 : 내외부 끼어들기,"끼어들기는 컴퓨터의 제어를 현 상태에서 특수한 사건이나 환경으로 보내는 특별한 제어 신호이다. 즉, 끼어들기는 프로그램 제어를, 신호를 보낸 원인에 해당하는 특수 서브루틴으로 넘긴다. 내부 끼어들기는 주로 컴퓨터 프로그램과 입출력 전송의 종료를 동기시키며, 오류의 발생을 알려 준다. 외부 끼어들기는 주로 자료를 주고받기 위해 컴퓨터의 프로그램을 다른 컴퓨터나 주변 장치의 준비 상태와 동기시킨다."
"내용, 內容, content",,"①데이터의 전송에 필요한 수신자 또는 착신 단말의 식별 정보와 데이터 구조에 관한 정보 이외의 정보. 즉 사용자 상호 간에 전달하고자 하는 실질적인 정보를 말한다. ②메시지 통신 처리 시스템(MHS)에서 메시지의 구성 요소. 메시지는 그림과 같이 봉투(envelope)와 내용으로 구성되며, 내용은 다시 내용 표제(content heading)와 내용 본문(content body)으로 구성된다."
"내용 감시자, 內容監視子, content supervisor",,"가상 기억 영역에 있는 프로그램의 상태를 기록, 관리하는 감시 기능. 요구된 모듈의 소재를 찾아내고, 필요하면 가상 기억 영역에 올려놓고, 그 실행 순서를 선택한다."
"내용 검색, 內容檢索, content retrieval",,수집된 정보를 파일 형식으로 배열하고 색인을 붙여서 컴퓨터에 기억시킨 후 필요할 때에 꺼내어 사용하는 정보 검색의 하나. 내용을 기초로 하여 검색하는 것이다.
"내용 관리 시스템, 內容管理-, Content Management System, CMS",동의어 : 콘텐츠 관리 시스템,"웹 사이트의 내용을 관리하는 시스템. 내용 관리 애플리케이션(CMA: content management application)과 내용 배포 애플리케이션(CDA: content delivery application)이 있으며, CMA는 하이퍼텍스트 마크업 언어(HTML) 웹 내용의 작성, 변경, 제거 등의 관리 프로그램이고, CDA는 웹 사이트 현행화를 위한 정보 편집 프로그램이다. 형태로는 웹 기반 편찬(마법사와 회사가 인가한 도구나 템플릿을 사용), 형식 관리(과거 전자 자료와 서류를 HTML 혹은 PDF 형식으로 작성), 개정 제어(내용의 신 버전 현행화 또는 구 버전에 다시 저장), 데이터의 색인, 데이터 탐색, 키워드 검색 등이 있다."
"내용 기반 가변 길이 부호화, 內容基盤可變-符號化, Context-based Adaptive Variable Length Coding, CAVLC",,시간적 중복성과 공간적 중복성이 제거된 블록의 계수들을 무 손실 압축하기 위한 압축 알고리듬. 이 알고리듬은 길이와 레벨을 하나의 코드워드로 사용하던 2차원 부호화 방식이 아닌 길이와 레벨을 따로 부호화 하는 1차원 부호화 방식을 사용하여 부호화 효율을 높였으나 구조가 복잡한 단점이 있다. MPEG-4 AVC는 통계적 중복성을 제거하기 위해 CAVLC를 엔트로피 부호화 알고리듬으로 사용하고 있다.
"내용 기반 추천, 內容基盤推薦, content-based filtering recommendation",,해당 콘텐츠와 유사한 콘텐츠를 추천하는 기술. 자기가 보유하고 있는 콘텐츠의 속성을 분석하고 데이터베이스(DB)하여 사용자에게 유사한 속성의 콘텐츠를 추천하는 방법이다. 대표적인 서비스 사례가 판도라(Pandora)의 장르별 음악 서비스이다.
"내용 기반 필터링, 內容基盤-, Content-based Filtering",,"콘텐츠의 특징을 기술하는 정보와 사용자의 기호가 담긴 프로파일을 비교하여 사용자에게 필요한 정보를 추천하는 방법. 예를 들어, 특정 회사가 자사 상품을 추천할 경우, 상품이 지닌 속성과 고객이 원하는 정보가 많이 일치하는 순서로 고객에게 상품을 추천하게 된다."
"내용 디렉터리 엔트리, 內容-, Contents Directory Entry, CDE",,"요구되는 프로그램의 위치를 판정하기 위해 로드 모듈의 이름, 엔트리 포인터, 속성 등이 포함된 기록. IBM System/360의 태스크 가변 멀티 프로그래밍(MVT) 구성에 따른 시스템 제어 블록의 하나이다."
"내용 본문, 內容本文, content body",,"메시지 통신 처리 시스템(MHS)에서, 메시지의 발신자가 수신자에게 전달하고자 하는 실질적인 정보. 메시지는 봉투(envelope)와 내용으로 구성되며, 내용은 다시 내용 표제와 내용 본문으로 구성된다. 내용 본문은 다시 몇 개의 본문 부분(body part)으로 구성될 수 있다. 본문의 형식은 ISO 부호(ISO 646으로 표준화된 7비트 부호)로 작성된 편지/메모/문서뿐만 아니라 문자/도형/화상이 섞인 개방형 문서 체계(ODA) 문서, G3/G4 팩스, 텔렉스, 비디오텍스, 텔레텍스, 음성 데이터 등 다양한 형식으로 구성된다."
"내용 설계 처리, 內容設計處理, content layout process",,"문서 설계 처리와의 상호 동작에 의해, 표시 형식에 포함되어 있는 정보에 따라서 내용부를 이용 가능한 영역으로 형식화하고 블록의 크기를 결정하는 방식."
"내용 수집자, 內容收集者, content aggregator",,"재사용이나 재판매를 위해 다른 자원으로부터 웹 내용을 수집하는 개인 혹은 단체. 수집자에는 단순 수집자와 배포 수집자가 있으며, 후자를 ""신디케이션""이라 부른다. XML 형식으로 된 내용들은 수집 및 배포가 용이하다."
"내용 유형, 內容類型, content type",,메시지 통신 처리 시스템(MHS)에서 메시지의 봉투(envelope)에 수록되는 식별 정보의 하나. 메시지의 축적/전송 기능을 수행하는 메시지 전송 에이전트(MTA)가 메시지를 전송하는 데 사용하는 식별 정보의 하나로 메시지 내용의 구문(syntax)이나 의미 규칙(semantics) 등 메시지의 종류나 특징을 나타낸다.
"내용 주소법, 內容住所法, content-addressing",,저장된 자료를 찾는 경우 그 주소가 아닌 자료 내용의 일부 또는 전체를 이용해서 찾는 주소법 중의 하나. 주어진 자료가 기억 장치에 기억된 내용과 병행적으로 비교되므로 다른 주소법보다 훨씬 속도가 빠르나 기억 장치의 구조는 복잡하다.
"내용 주소화 기억 장치, 內容住所化記憶裝置, Content Addressable Memory, CAM",,"기억 장치 내에 자료를 수록하거나 읽어 낼 때 실제의 자료 내용을 주소로 하여 접근하는 기억 장치. 일반적인 숫자를 통한 주소 기억 장치보다 강력하고 처리 속도가 빠를 수 있으나, 장치 자체가 그만큼 복잡해진다."
"내용 주소화 병렬 처리, 內容住所化竝列處理, Content Addressable Parallel Processor, CAPP",,"내용 주소화 기억 장치의 하나. 인식 기억 장치(REM)라고도 한다. 주소에 의한 연속적인 탐색을 하지 않는다는 점에서 일반적인 기억 장치와 다르며, 단지 명칭으로써 원하는 내용을 간단히 찾을 수 있다. 연속적인 탐색은 인식 기능이 대신하고 다중 기록을 허용함으로써 처리기는 한 명령어로 기억 장소의 여러 곳을 쓸 수 있다. 이러한 기능을 가진 자료 처리 시스템을 내용 접근 병렬 처리기라 한다."
"내장형 그래픽 사용자 인터페이스, 內藏型-使用者-, Embedded Graphical User Interface, Embedded GUI",,"포스트(Post)PC 등 각종 임베디드 시스템에 적용되는 그래픽 사용자 인터페이스(GUI). 일반 데스크톱과는 달리 임베디드 시스템의 GUI는 구성과 환경이 매우 다양하고, 거의 하드웨어에 종속된다고 볼 수 있다. 대체적으로는 저전력성, 경량, 안정성 등이 특징이며, 가장 중요한 구분인 해상도는 고선명 텔레비전(HDTV)급까지 가능한 풀 스크린(full screen)형, 개인 휴대 정보 단말기(PDA) 중심의 세미 풀 스크린(semi-full screen)형, 일반 개인용 컴퓨터(PC) 윈도형으로 나뉜다. GUI 기술에는 적용되는 계층에 따라 임베디드용 윈도 시스템, 개발자에게 제공되는 그래픽 라이브러리, 편리하게 프로그램을 개발할 수 있도록 하는 GUI 개발 도구, 이런 기술을 통합하여 개발된 임베디드용 윈도 매니저 등이 있다. "
"내장형 안테나, 內臟型-, intenna",동의어 : 인테나,"단말기 외부에 돌출시키지 않고 내부에 장착시켜 안테나 특성을 유지하도록 설계된 특수 안테나.내장형 안테나는 단말기의 소형화 추세와 에 발맞추어 단말기 디자인, 에 반영하고, 더불어 전자파 인체 흡수율(SAR: Specific Absorption Rate)을 개선하기 위해 여러 방식으로 개발되었다. SAR 특성이 우수한 평판형 구조의 PIFA(Planar Inverted-F Antenna)를 비롯하여 인쇄 회로 기판(PCB) 형태의 금속 필름 PCB, 세라믹 칩 안테나, 저온 동시 소성 세라믹(LTCC: Low Temperature Co-fired Ceramic) 안테나, 그리고 3차원 형태의 다양한 내장형 안테나(인테나)가 있다."
"내장형 웹서버, 內藏型-, Embedded Web Server, EWS",,"프린터 같은 장치에 내장된 웹 서버 소프트웨어. 인터넷을 활용해 프린터 관리 및 인쇄가 가능하고, 프린터가 단순한 주변 장치가 아닌 다양한 e-서비스 및 솔루션의 제공과 액세스를 가능하게 하는 지능 정보 기기 소프트웨어이다."
"내장형 전자 방해 장치, 內臟型電磁妨害裝置, Internal Countermeasure Set, ICS",,"적의 위협 레이더에 대해 전자 공격을 통해 항공기를 보호하는 장치. 위협 레이더 시스템에 대한 자체 대응 교란 능력을 항공기에 제공해 주며, 군과의 무선 주파수 간섭을 최소화하여 위협을 수신 분석하고 대응하며 무선 주파수 위협에 대한 다양한 재밍 기법을 사용한다. 재밍 관리는 소프트웨어로 하며, 동시에 여러 개의 위협을 재밍할 수 있다."
"내장형 컴퓨터, 內藏型-, On-Board Computer, OBC",,"우주 기구에 탑재하는 컴퓨터. 내진동, 내충격성, 내열성 등의 우주 환경에 견딜 수 있는 성능이 요구된다."
"내장형 컴퓨터 시스템, 內藏型-, Embedded Computer System, ECS",,"특정 기능을 수행하기 위해 컴퓨터가 어떤 시스템에 내장되어 사용되는 방식. 컴퓨터가 제품이나 시스템의 일부분으로 통합된 것으로, 비행기, 핵발전기, 의료기, 무기 시스템, 우주 항공 시스템, 자동차, 공공 운송 시스템 등 다양한 분야에서 활용되고 있다."
"내전압, 耐電壓, withstanding voltage",,"시험할 절연 재료에 규정된 교류 전압을 1분간 인가한 경우, 파괴되지 않고 견딜 수 있는 인가 전압의 한도. 기계나 부품의 절연 부분이 파괴될 염려 없이 사용할 수 있는 인가 전압의 크기의 한도를 말한다. 평가 방법은 품질 규격에 규정되어 있는 전위 경도(㎸/㎜로 표시한다)에 시험편 두께(㎜)를 곱한 규정 인가 전압과 성형 재료, 적층봉, 적층판에 따른 시험 방법이나 조건에서 결정된다."
"내추럴 사용자 인터페이스, -使用者-, Natural User Interface, NUI","동의어 : 내추럴 UI, 엔유아이(NUI), 동작 인식 인터페이스","사용자의 자연스러운 움직임을 인식하여 서로 주고받는 정보를 제공하는 사용자 인터페이스. 사용자 인터페이스(UI: User Interface)는 사용자와 기기 사이에 서로 작용하는 인터페이스로 초기에는 키보드나 마우스가 사용되었다. 이후 그래픽스 기반의 GUI(Graphical User Interface)를 거쳐 멀티 터치(multi-touch), 햅틱(haptic), 동작 인식(gesture recognition) 같은 자기 신체를 활용하는 NUI로 발전되었다."
"내추럴 커뮤니케이션, Natural communications",,"사용자에게 친숙하고 편리한 통신 환경과 이와 관련된 기술 및 실제 이루어지는 행위 모두의 총칭. 지금까지의 네트워크는 사용자가 용도에 따라 선택하고 접근해야 하는 대상이었다. 그러나 가까운 미래에 모든 커뮤니케이션 기술이 하나로 통합되어 종류에 관계없이 모든 네트워크가 스스로, 더 나아가 지능적으로 연동해 자기 신체 일부처럼 유기적으로 사용자에게 서비스를 제공하고 사용자는 선택만 하면 된다."
"내후성 범위, 耐候性範圍, climatic category",,"국제 전기 표준 회의(IEC)가 전자 기기용 부품의 내후성 시험 조건을 각 규격을 통해 공통적으로 명시하기 위해 그 부품이 견딜 수 있는 내한성 시험의 온도, 내열성 시험의 온도 및 내습성 시험(정상 상태)을 편성하여 명시하는 기본 부호. 예를 들면, 내후성 범위 55/100/56에 들기 위해서는 그 부품은 적어도 내한성 시험은 -55℃, 내열성 시험은 100℃, 내습성 시험은 시험 일수 56일의 각 조건에서의 시험을 모두 만족시켜야한다."
"낸드 플래시 메모리, NAND Flash Memory",,반도체 셀들이 직렬로 연결된 구조로 된 플래시 메모리. NAND는 AND의 부정으로 NOT과 AND를 결합한 용어이다. 낸드 플래시 메모리는 셀이 직렬로 구성되어 있어 대용량화가 가능하다. 그러나 자신이 필요로 하는 데이터에 접근하기 위해 다른 셀을 거쳐야하기 때문에 읽는 속도가 느리다.
"낸드 회로, -回路, NAND circuit",,"부정 논리곱 회로. 즉 부정 논리곱(NAND) 불 연산(Boolean operation)을 행하는 논리 회로를 말한다. 모든 입력이 1일 때만 0을 출력하고, 그 이외일 때는 1을 출력한다. 부정 논리합(NOR) 회로와 함께 널리 사용되며, 단순한 구성으로 실현할 수 있다."
"냅스터, Napster",,"인터넷 상에 있는 MP3 형식의 음악 파일을 자기 컴퓨터에 복사하기 위해 사용하는 소프트웨어. 「swap 소프트웨어」라고도 한다. 유사한 것으로 「Gnutella」란 소프트웨어가 있는데, 냅스터와 다른 점은 서버를 필요로 하는 것이다. 음악 파일의 복사는 「저작권 침해」와 관련되므로 미국 레코드 공업 협회(RIAA)는 음악 관련 단체와 공동으로 냅스터에 대해 「음악 파일 복사 금지」의 가처분을 신청하였다.→ Gnutella"
"냉각 방식, 冷却方式, cooling system",,"전기 기기 내부에서 발생한 열을 효과적으로 외부로 발산시키기 위한 방식. 냉각 매체의 종류에 따라 공랭식(공식), 유랭식, 수랭식, 가스 냉각식이 있다."
"냉음극, 冷陰極, cold cathode",,음극을 가열하지 않고 전자 방출을 하는 음극. 전자나 이온의 충돌에 의한 2차 전자 방출을 이용한 것과 전계 방출을 이용한 것 등이 있다.
"냉음극 형광 램프, 冷陰極螢光-, Cold Cathode Fluorescent Lamp, CCFL",,"필라멘트의 가열 없이 저온에서 점등되는 형광등. 유리관 양끝에 전극이 있고, 내부에는 일정량의 수은과 아르곤, 네온 등의 혼합 가스가 들어 있으며, 유리관 내부 표면은 형광체가 도포된 일반 형광등과 동일한 구조와 원리를 갖는다. 일반 형광등은 가열에 의해 전자 방출이 시작되는 데 반해 냉음극 형광 램프는 두 전극에 가해진 고전압 전계에 의해 전자 방출이 일어난다. 전자 방출이 시작되면 수은이 여기되어 자외선이 발산되며, 이 자외선이 유리관 벽의 형광체와 충돌하면서 가시 광선을 발산시킨다. 액정 표시 장치(LCD) 디스플레이의 후면광(Back Light), 팩스, 스캐너, 복사기, 패널 디스플레이, 장식용 광원으로 활용된다."
"널, null, NUL",동의어 : 공백,①정보의 부재. 0이나 공백과는 달리 정보가 없음을 나타낸다. ②영(0). ③중앙 또는 끝 위치에서 아무런 편차가 없는 것. ④무연산(no-operation)과 같은 뜻으로 쓰이는 말. ⑤마이크가 소리를 포착하지 못하는 영역. ⑥안테나에서 복사되는 전파가 수신되지 못하는 포인트
"널값, null value",,"데이터베이스에서 관계의 속성이나 레코드 항목의 값이 실제로 존재할 수 없거나, 존재하는지의 여부를 알 수 없거나, 존재할 수는 있으나 그 값을 알 수 없거나, 값이 존재하다가 안 하다가 하는 것과 같은 상태를 나타내기 위해 설정되는 값."
"널 모뎀, null modem",,"중간에 모뎀 또는 기타 데이터 통신 기기(DCE)를 사용하지 않고, 컴퓨터의 직렬 포트(serial port)간에 널 모뎀 케이블을 연결하여 2대의 컴퓨터에서 정보를 교환할 수 있게 하는 것. 컴퓨터 입장에서는 모뎀을 사용하는 것과 차이가 없기 때문에 이것을 널 모뎀이라고 한다. 한쪽 컴퓨터의 송신 전선이 다른 쪽 컴퓨터의 수신 전선이 되고, 반대로 한쪽 컴퓨터의 수신 전선이 다른 쪽 컴퓨터의 송신 전선이 되도록 케이블의 송신용 전선과 수신용 전선을 교차함으로써 널 모뎀을 구성한다."
"널 모뎀 케이블, null modem cable",,중간에 모뎀 또는 기타 데이터 통신 기기(DCE)를 사용하지 않고 컴퓨터의 직렬 포트(serial port)를 통해 2대의 개인용 컴퓨터를 접속하는 데 사용되는 직렬 데이터 전송 케이블. 두 컴퓨터에서 데이터를 송신하는 데 같은 번호의 핀이 사용되기 때문에 널 모뎀 케이블을 사용하여 한쪽 컴퓨터의 직렬 포트상의 출력 핀을 다른 쪽 컴퓨터의 직렬 포트상의 입력 핀에 접속한다. 근접한 위치에 있는 2대의 컴퓨터 간에 데이터를 교환하는 데 사용된다.
"널 문장, -文章, null statement",,프로그램에 사용되는 문장 중에서 아무런 작업도 수행하지 않고 단지 문법적으로 문장의 역할을 하는 것. 구분 기호(delimiter symbol)만 포함되고 문자는 포함되지 않는다.
"널 삭제, -削除, null suppression",,전송되어야 할 데이터의 양을 감소시키기 위해 모든 널 문자(null character)를 삭제하는 것.
"널 주소, -住所, null address",,어느 국(station)과도 연관되지 않는 정보 전송 프레임 내에 있는 주소. 널 주소는 빈 주소(empty address)로 구내 정보 통신망(LAN)상에서 유지 보수 목적으로 사용될 수 있다.
"널 통화 채널 데이터, -通話-, null traffic channel data",,"1,200bps의 전송 속도에서 16개의 1과 8개의 0으로 구성된 하나의 프레임. 이 데이터는 서비스 옵션이 비활성일 때와 시그널링 메시지가 나가지 않을 때 보내지며, 이동국과 기지국의 연결 유지를 위해 사용된다."
"널 포인터, null pointer",동의어 : 공백 지시기,아무것도 없는 것을 가리키는 포인터. 보통 기억 주소 영(0)을 가리키는 포인터를 말한다. 연결 목록(linked list) 등의 데이터 탐색 조작이 끝나서 더 이상 참조할 데이터 요소가 없거나 있더라도 정당한 것이 아닌 것을 가리키는 데 사용된다.
"널 필인, null fill-in",,"송신 안테나가 복수의 소자로 구성되는 경우, 각 소자에 급전하는 전력이나 위상에 어떤 조작을 가하지 않는 한 각 소자에서 방사되는 전파가 서로 상쇄되어 도달 전계가 매우 약한 지점이 안테나를 중심으로 여러 개 발생하게 되며, 이 지점을 널 포인트(null point)라 하는데, 이때 널 포인트의 전계 강도를 적정한 방법으로 보상하는 것. TV 방송의 경우, 널 포인트가 서비스 영역에 생기면 소위 난시청이 되므로 이것을 보상하기 위해 널 필인이 행해진다. 이상적인 널 필인은 서비스 영역 내의 어느 지점에서도 동일 전계 강도가 되도록 보상하는 것이지만, 실제로 안테나의 소자수를 적게 하고 간단한 급전 방법을 사용하는 것이 바람직하다. 일반적으로는 소자군을 상하 두 개로 나누어 다른 전력을 공급하는 등의 방법에 의해, 송신 안테나에서 가장 먼 널 포인트의 전계 강도를 주 방사 방향 전계 강도의 10% 정도까지 보상한다."
"넓이 우선 탐색, -優先探索, Breadth First Search, BFS",,시작 정점을 방문한 후 시작 정점에 인접한 모든 정점들을 우선 방문하는 방법. 더 이상 방문하지 않은 정점이 없을 때까지 방문하지 않은 모든 정점들에 대해서도 넓이 우선 검색을 적용한다. 그래프에서 이 검색 방법을 사용하면 ㉠→㉡→㉢→㉣→㉤→㉥→㉦→㉧순으로 방문하게 된다.
"넘 로크 키, Num Lock key",,컴퓨터 키보드상의 숫자 키패드에 있는 토글 키(toggle key). ON 하면 숫자 키패드를 유효하게 하여 숫자 키패드에 있는 키를 숫자 입력에 사용할 수 있게 한다. OFF 하면 숫자 키패드에 있는 대부분의 키는 커서의 이동이나 화면상의 스크롤링에 사용된다.
"넘침, overflow",동의어 : 오버플로,①컴퓨터 연산 과정에서 한 단어가 표시될 수 있는 최대 정수보다 큰 수가 입력되어 과잉 유출이 되는 것. 이 경우 연산은 중지된다. 특히 최소 정수보다 작은 정수일 경우에는 하위 넘침(underflow)이 발생한다. ②자료를 저장하기 위하여 할당한 공간이 모두 자료들로 채워져 있는 상태에서 새로운 자료의 추가 저장이 발생한 상태.
"넛 크래커 현상, -現狀, Nut-cracker",,"선진국과는 기술에서, 개발도상국과는 가격 경쟁에서 밀리는 현상. 원래 호두까기 기계인데, IMF 외환 위기 직후 우리나라 경제 상황을 대변하는 용어로 사용되어 왔으나, 최근에는 IT 분야에서도 인텔과 마이크로소프트가 주도하는 MID가 넷북과 스마트 폰에 밀려난 현상을 표현할 때 사용되기도 한다."
"네덜란드 표준화 기구, -標準化機構, Nederlands Normalisatie-instituut, NEN",,"네덜란드의 표준화 기구. 1916년에 설립되어 네덜란드 국가 표준(NEN)을 제정하는 기관이다. 국제 표준화 기구(ISO), 국제 전기 표준 회의(IEC) 등 국제 표준 기구와 유럽 표준 위원회(CEN), 유럽 전기 표준 회의(CENELEC) 등 유럽 표준 기구에서 네덜란드의 창구 역할을 담당하며, ISO/IEC JTC 1에서는 기능 표준 특별 그룹(SG-FS)의 간사국 업무를 담당하고 있다."
"네모꼴 도파관, -導波管, rectangular waveguide",,"단면이 직사각형인 도파관. 실용되고 있는 것은 거의 이 직사각형 도파관을 표준 모드 TE10파로 여진시킨 것들이다. 직사각형의 긴 변의 길이를 a, 짧은 변의 길이를 b라 하면 TE10파에 대한 차단 파장 λ00는 2a가 되며, 이것보다 짧은 파장만을 통과시킨다. 또한 m, n의 고차 모드의 차단 파장은 TEmn, TMmn파 모두 다음과 같이 표시된다.&nbsp;"
"네서스, Nessus",,"시스템의 취약점을 검사해 주는 툴. 서버 클라이언트(Server-Client) 구조로 취약점을 점검하는 서버와 취약점 점검 설정과 결과물을 제공하는 클라이언트로 이루어져 있다. 빠른 업데이트, 여러 가지 취약점 목록, 무료라는 장점이 있는 프로그램으로 보안 관리자에게 쉽고 빠르게 네트워크에 대한 취약점을 제공할 수 있다."
"네스팟 스윙, Nespot Swing",,"네스팟 서비스와 이동 통신의 무선 데이터서비스를 결합시킨 무선 인터넷 서비스. 유무선을 통합하여 네스팟 지역에서는 초고속 KT(한국통신) 무선 랜(LAN)을 이용하고, 네스팟 지역 이외의 지역에서는 한국 통신 프리텔(KTF)의 무선 데이터 서비스를 이용하는 초고속 무선 인터넷 서비스이다. 초고속 무선 인터넷이 가능한 네스팟 지역에서는 네스팟 ID 하나로 노트북이나 개인 휴대 정보 단말기(PDA)를 통해 초고속 무선 인터넷을 이용할 수 있다."
"네이글 알고리듬, Nagle's algorithm",,"네트워크를 효율적으로 사용하기 위하여 사용하는 알고리듬. TCP/IP로 데이터를 보내기 전에 데이터를 버퍼에 쌓아두었다가 일정량이 차면 전송하도록 하고, 작은 데이터를 전송해야 하는 경우에는 사용하지 않는다."
"네이티브 광고, -廣告, native advertising",,"광고주에 의해서 제공되는 정보로 기사들과 함께 보이면서 마치 기사처럼 보이도록 디자인된 온라인 광고. 이용자의 시선이 집중되는 화면, 매체의 콘텐츠 노출 위치에 '광고'임을 표시하고 노출하여 콘텐츠와 유사한 형식으로 노출하여 광고의 거부감을 낮출 수 있다. 광고 노출 영역이 제한되는 모바일 광고에 확산되고 있다."
"네임드 파이프, Named-pipe",,"프로세스간 통신(IPC: Inter Process Communication)의 한 방법으로 파이프에 이름을 붙여 야양방향 통신을 용이하게 해주는 것. LAN 관리자에서는 응용 프로그래밍 인터페이스(API)의 하나로 사용되어 서버와 클라이언트의 응용 프로그램간 통신 수단을 제공하며, 파일을 다루는 것과 같은 요령으로 네임드 파이프에 대하여 열기, 읽기, 쓰기가 가능하고, 접근 권한을 설정하는 것도 가능하다. 일반 파이프가 부모/자식간에만 연결하는데 비해 관련없는 프로세스간에도 연결되고, 일반 파이프는 프로세스가 종료되면 소멸되지만, 네임드 파이프는 영구적이고 유닉스 파일 이름을 부여 받는다. 네임드 파이프는 파이프에 먼저 기록된 데이터가 먼저 읽히기 때문에 때로는 ""FIFO""라고도 부른다."
"네임플랩, Nameprep",,"다국어 도메인(IDN)에서 다국어 도메인을 유니코드로 변환한 후 처리되는 매핑, 유니코드 정규화, 금지 문자 검사, 양방향 문자 체크 등 전 처리 과정. RFC3491로 정의되어 있으며, RFC3454로 정의된 스트링플랩(Stringprep) 과정 및 테이블을 활용하고 있는데, 전 세계에서 통상적으로 사용되고 있는 문자열 입력 및 비교 작업을 수행하기 위한 프로토콜 식별자, 회사 또는 성명, 다국어 도메인 이름 및 다른 텍스트 문자열 처리 중에서 도메인 이름에 한정된 과정이 네임플랩이다."
"네카시즘, NetCarthyism",,네티즌들이 인터넷에 어떤 사건이나 대상에 대하여 무차별적인 비방이나 공격을 가하는 온라인 폭력. 인터넷상에서 익명으로 어떤 이슈에 대해 마녀사냥식으로 무차별 가해진다. 네티즌(Netizen)과 매카시즘(McCarthyism)의 합성어이다.
"네탄, NETAN",,"네트워크(NETwork)와 안전을 뜻하는 ‘안(安)’ 또는 눈을 뜻하는 ‘안(眼)’을 결합한 용어로 사이버 세상을 안전하게 지키는 눈이라는 의미의 경찰청 사이버테러대응센터 명칭. 네탄은 사이버 범죄의 포착과 수사를 담당하기 위하여 경찰청에 설치된 사이버 범죄 전담 수사기관을 말하며, 네티즌들은 ‘사이버수사대’라고 부르기도 한다."
"네트뉴스, NetNews",,"인터넷에서의 뉴스 배포용 전자 게시판. 네트뉴스에는 단순히 신문 기사뿐만 아니라 많은 사람이 여러 분야에 걸친 다양한 뉴스의 기사가 올려 진다. 뉴스를 전문으로 하는 전자 회의실, 여론 광장, 동호회 등에 해당하며 다양한 정보와 의견을 교환하고 토론할 수 있게 하는 서비스다. 화제(테마)별, 주제별로 정보를 교환하고 토론하는 하나하나의 네트뉴스를 뉴스그룹(news group)이라고 한다. 뉴스 서버에 네트뉴스의 기사를 투고하거나 읽으려면 메일러(mailer)나 뉴스리더(newsreader)라는 소프트웨어가 필요하다. 최근의 웹브라우저에는 네트뉴스 기사의 읽기/쓰기 기능이 포함되어 있다."
"네트워크, network",,"①넓은 뜻으로, 지리적으로 떨어져 있는 다른 위치에 있는 장치(전화기, 팩스, 컴퓨터, 단말기 등) 간에 정보를 교환할 수 있도록 이들 장치를 상호 접속하기 위하여 사용되는 전기 통신 기기와 장치, 전송로의 결합. 전기 통신 기기와 장치에는 회선 다중화 장치, 교환 기기, 송수신 기기 등이 포함되고 전송로는 동선 케이블, 광섬유, 마이크로파 링크, 통신 위성 등 다양한 매체로 구성된다. 네트워크는 사용되는 단말 장치 또는 서비스에 따라서 전신망, 전화망, 컴퓨터 통신망 등으로 발전해 왔으나 컴퓨터 처리와 통신의 결합으로 이들 간의 경계는 없어지고 종합 정보 통신망(ISDN)으로 발전하였으며, 컴퓨터는 컴퓨터실의 경계를 훨씬 벗어나게 되어 분산 컴퓨터 처리를 가능하게 하였다. ②좁은 의미로, 컴퓨터 상호 간의 정보 교환과 정보 처리를 위한 데이터 통신망. 통신망 운영 체계, 통신망 데이터베이스 등 네트워크 관련 용어는 대부분 컴퓨터 통신망과 관련하여 사용되는 용어이다. 네트워크의 규모에 따라 구내 정보 통신망(LAN), 대도시권 통신망(MAN), 광역 통신망(WAN), 세계적 통신망 등으로 분류된다."
"네트워크 PVR, network Personal Video Recorder, nPVR",,"기존의 개인용 녹화기(PVR) 방식이 방송 프로그램을 하드 디스크에 저장했다가 원하는 시간에 볼 수 있었던 것과는 달리, 방송 사업자 서버를 저장 장치로 활용하는 방식. 예약 녹화나 타임 시프트 등 기능 면에서는 셋톱 박스의 로컬 PVR와 차이가 없지만, 로컬 PVR의 단점인 단말기 보급 및 유지 보수 비용을 줄일 수 있으며, 복제 방지에도 효율적이다. 콘텐츠 저장 용량도 거의 무제한이라고 할 수 있다."
"네트워크 가상화, -假想化, Network Virtualization",,"하나의 물리적 네트워크가 마치 여러 개의 다른 기종 프로토콜이 운영되는 논리적 오버레이 네트워크로 운용되는 것을 가리키는 말. 클라우드 컴퓨팅과 미래 인터넷에서 핵심기술로 대두되고 있다. 인터넷에서 요구하는 가상화 기술에는 호스트 가상화, 링크 가상화, 라우터 가상화, 스위치 가상화 등이 있다."
"네트워크 광고, -廣告, network advertisement",,"방문자가 많은 웹 페이지에 콘텐츠 내용과 관련이 많은 광고를 노출시켜 잠재 고객을 유인하는 광고 방식. 종량제 광고와 정액제 광고 중 원하는 과금 방식을 선택할 수 있고, 원하지 않는 사이트로의 노출을 제한할 수 있는 등 광고주의 광고 게재 상황 및 전략에 맞도록 광고 운영을 최적화할 수 있다. 적은 예산으로 다 매체 광고가 가능하고 대부분 표준 크기의 배너 제작으로 제작비가 절감될 수 있어, 여러 매체를 하나의 미디어로 통합·관리하여 동일 사용자에 대한 광고 중복 노출을 줄일 수도 있다."
