word,synonym,description
"코드 독립형 데이터 통신, -獨立型-通信, code independent data communication",,문자를 기본으로 하여 데이터 송신 장치에서 사용되는 문자 집합이나 코드에 의존하지 않는 연결 프로토콜을 사용하는 데이터 전송.
"코드 밀도, -密度, code density",,"장치 내의 프로그램에서 코드(부호)가 들어선 정도. 장치 내의 수행 프로그램이 차지하는 수행 공간의 총량 구조상 메모리 수가 한정되어 있는 휴대 장비에서는 코드 밀도가 매우 중요한 문제이다. 마이크로프로세서, 메모리 및 I/O 회로가 하나의 주문형 반도체(ASIC)에 존재하는 경우에 가장 넓은 면적을 차지하는 것이 프로그램 ROM이다. 그러므로 ASIC의 프로그램 크기를 줄이기 위해서는 마이크로프로세서의 코드 밀도가 높아야 한다."
"코드 서명, -署名, code signing",,"인터넷 또는 무선 환경에서 배포되는 실행 파일이 정당한 제작자에 의해 제작되었고 위·변조되지 않았음을 확인하는 방법. 객체 서명(object signing)이라고도 한다. 배포되는 실행 파일은 제작자에 의해 전자 서명되어 사용자에게 전송되며, 사용자는 웹 브라우저를 통해 제작자의 인증서 및 배포된 실행 파일의 전자 서명을 검증하여 실행 파일의 유효성을 검증한다."
"코드아이, CodeEye",,"한국저작권위원회가 개발한 공개 소스 소프트웨어(OSS) 사용권 검사 서비스 명칭. OSS 사용권을 비교하고 분석하여 검사하는 서비스로, 기업들이 보유한 소프트웨어 소스 코드에 OSS가 얼마나 포함돼 있는지 알려 준다. 사용자들이 자신의 소스 코드 파일이나 폴더를 선택해 검사를 요청하면, 저작권위원회 서버에 저장된 데이터베이스와 비교해 저작권위원회는 요청 기업에 검사 보고서를 제공한다."
"코드 없는 전화, -電話, Cordless Telephone, CT","동의어 : 무선 전화, 코드리스 전화","일반 전화기의 송수화기와 본체를 연결하는 코드를 무선 링크로 대체하여, 실내와 같이 짧은 거리 범위에서 전화 본체를 거쳐 통화할 수 있는 전화. 무선 구간의 연결을 위해서는 무선국 허가없이 사용할 수 있는 ISM 대역을 사용한다.단순한 기능의 무선 전화(CT-0, CT-1)에서 점차 전송 거리가 길어지고 기능이 추가되어 일명 텔레포인트(telepoint)로 알려진 기지국과 접속하여 옥외의 도로 등에서 일반 전화와 통화할 수 있는 디지털 방식으로 발전하였다. 영국의 CT-2, 스웨덴의 CT-3, 유럽전기통신표준협회(ETSI)에서 표준화한 DECT(digital European cordless telephone), 일본에서 표준화한 PHS(personal handyphone system), 미국 벨코어사가 개발한 UDPC(universal digital portable communications) 등 모두 유사한 시스템이다. 음성 부호화 방식은 32kbps의 적응 차분 펄스 부호 변조(ADPCM) 방식, 통신 방식은 시분할 다중 접속(TDMA)에 의한 시분할 송수신(TDD) 방식을 채택하였고, CT-2는 40 채널, DECT는 120 채널, PHS는 308 채널 등 다중도는 시스템에 따라 차이가 있다."
"코드 없는 전화 0, -電話, Cordless Telephone Generation 0, CT-0",,1984년에 영국이 최초로 채택한 아날로그 방식의 코드 없는 전화(CT). 주파수 분할 다중 접속(FDMA) 방식으로 900MHz대에서 25kHz 간격으로 40채널을 제공한다. 유럽 전기통신표준협회(ETSI)는 이를 기반으로 성능이 개선된 코드 없는 전화 1(CT-1)을 표준으로 채택하였다. 
"코드 없는 전화 1, -電話, Cordless Telephone Generation 1, CT-1",,1985년 유럽 전기통신표준협회(ETSI)에서 유럽 표준으로 채택한 아날로그 방식의 코드 없는 전화(CT). CT-1은 CT-0보다 주파수 대역을 확장하여 채널 수를 증가시키고 채널 간격을 넓혀서 인접 채널 간의 혼신 문제를 개선하였다. 그러나 장치의 가격이 비싸고 디지털 방식의 CT-2 이동 단말이 출시되어 널리 보급되지 못하였다. 
"코드 없는 전화 2, -電話, Cordless Telephone Generation 2, CT-2","동의어 : 무선 전화, 코드리스 전화","1989년 잠정 유럽전기통신표준(I-ETS)으로 채택된 디지털 코드 없는 전화. 시분할 송수신(TDD) 방식을 최초로 채용한 것으로, 1991년 후반부터 보급되었다. 우리나라의 CT-2 서비스(시티폰)는 1995년 3월부터 시범 사업을 거쳐 공중 교환 전화망과 연결되어 서비스되다가 2000년 1월에 중단되었다. CT-2는 개인 휴대 통신(PCS)의 전 단계인 텔레포인트 기지국과 접속되어 옥외의 도로 등에서 일반 전화와 통화하거나 무선 사설 자동 구내 교환기(PABX)가 설치되어 있는 사무실이나 공장 등에서 휴대용 발착신 전화로 사용되었다. CT-2에 핸드오버와 자동 로밍 기능을 추가한 CT-2+ 도 개발되었으나 표준으로 채택되지 않았다. CT-2 서비스와 셀룰러 자동차·휴대 전화 서비스의 차이점은 CT-2가 보행자 중심의 이동 속도와 공중 교환 전화망(PSTN)을 활용하는 것에 비해 셀룰러 자동차·휴대 전화 서비스는 차량 중심의 이동 속도로 별도의 통신망을 이용하는 것이며 CT-2는 발신전용으로 수신 기능이 없다."
"코드 없는 전화 3, -電話, Cordless Telephone Generation 3, CT-3","동의어 : 무선 전화, 코드리스 전화","스웨덴의 에릭슨사(Ericsson)가 개발한 사무실용 코드 없는 전화(CT) 시스템으로 시분할 다중 접속/시분할 송수신(TDMA/TDD) 방식을 사용한다. 800MHz대에서 60kHz간격으로 64개의 채널을 제공하고, 핸드오버와 자동 로밍 기능을 제공하나 유럽 표준으로는 채택되지 못하였다."
"코드 여기 선형 예측 부호화, -勵起線形豫測符號化, Code Excited Linear Prediction, CELP",,"음성을 분석하여 음성의 특징을 제거한 후 그 오차 신호를 stochastic 부호화기로 전송하는 음성 부호화 방식. Atal과 Schroder에 의해 제안된 혼성 부호화 방식으로 합성에 의한 해석방식을 사용하며, 비교적 낮은 전송률에서도 우수한 음질을 내는 반면에 복잡한 계산량을 요구한다."
"코드잼 서비스, Codejam Service",,소프트웨어 핵심 기술 유출을 방지하는 소스코드 저작권 보호 서비스. 소스코드 저작자 확인 서비스인 코드잼 아이(codejam-i)와 소스코드 난독화 서비스인 코드잼 오(codejam-o)로 구성되어 있다. 한국저작권위원회 홈페이지(www.codejam.or.kr)에서 내려받아 무료로 쓸 수 있다.
"코드커터족, -族, cordcutters",,"지상파와 케이블 등 기존 텔레비전 방송 서비스를 해지하고 인터넷 방송 서비스를 선택하는 소비자군. 어릴 때부터 인터넷으로 동영상을 보는 데 익숙하고, 방송 프로그램을 수동적으로 시청하는 데 싫증을 느낀 20~30대가 주류를 이룬다. 코드커터족은 이른바 ‘코드(cord)’로 연결된 채 수동적으로 시청해야 하는 체계를 싫어하는 데다가 기존 텔레비전 서비스의 요금까지 비싸서 이들의 텔레비전 기피 현상이 확산되었다. 시청할 때 텔레비전 수상기 앞에서 꼼짝할 수 없는 텔레비전을 떠나, 코드커터족은 스마트폰, 태블릿 피시(PC) 등 인터넷이 가능한 모든 단말기로 자유롭게 방송을 시청하는 생활 방식을 보인다."
"코드 투명형 데이터 통신, -透明型-通信, code transparent data communication",,"비트를 기본으로 하여 데이터 송신 장치에서 사용하는 것으로, 비트열의 구성에 의존하지 않는 연결 프로토콜을 사용하는 데이터 전송."
"코드 프리, code free",,"디지털 비디오 디스크(DVD) 플레이어에 설정된 지역 코드 제한을 풀어 타 지역의 타이틀까지 재생할 수 있도록 하는 것. DVD 타이틀의 지역 코드 방식에 따라 여러 가지 방법이 있지만 일반적으로는 지역 번호를 0번으로 바꾸거나, 지역 번호 변경 횟수의 제한을 풀어 그때그때 변경해서 타 지역 타이틀도 재생할 수 있게 한다. 코드 프리 적용 방법에는 리모콘이나 소프트웨어를 이용하는 간단한 방법과 기판을 바꾸거나 칩을 끼워 주는 하드웨어적이 방법이 있으나 아예 바꿀 수 없는 경우도 있어 기기를 구입할 때 코드 프리 가능 여부를 확인하여야 한다."
"코딩 트리 단위, -單位, Coding Tree Unit, CTU",,"영상 압축 기술인 고효율 비디오 코딩(HEVC: High Efficiency Video Coding)에서 사용하는 계층적 부호화 구조 기술. 압축의 기본 단위라 할 수 있는 기존 매크로 블록(macro block)은 16x16 픽셀의 고정 크기인 반면 CTU는 16x16 픽셀부터 32x32 픽셀, 64x64 픽셀까지 증가되는 가변 크기를 지원하여 압축 효율을 높인다. CTU는 루마(luma) 코딩 트리 블록(CTB: Coding Tree Block)과 크로마(chroma) CTB로 구성된다. 하나의 CTB는 다시 코딩 단위(CU: Coding Unit)들로 나눠질 수 있고 이 CU는 예측 단위(PU: Prediction Unit)와 변환 단위(TU: Transform Unit)로 나눠진다. PU는 인트라 또는 인터 예측의 단위이며, TU는 주파수 변환, 양자화의 단위이다. 일반적으로 고해상도 비디오의 경우는 64x64 픽셀과 같이 큰 CTU를 사용하고, 저해상도 비디오의 경우 기존 매크로 블록과 동일한 16x16 픽셀 크기의 CTU를 사용하여 부호화하는 것이 효과적이다."
"코러스, chorus",,"전자 악기 디지털 인터페이스(MIDI)서 정해진 2가지 표준 오디오 효과음 중의 하나. 다른 하나는 잔향(reverberation) 효과이다. 코러스는 하나의 음에 다른 음을 가미하여 우아하고 중후하게 만든 것으로 보통 전자 피아노, 전자 기타와 같은 악기나 신서사이저와 함께 사용된다. 대부분의 MIDI 기기의 사운드 카드에는 코러스와 잔향 기능이 모두 포함되어 있다. 코러스 효과는 디지털 지연기와 저주파 발생기를 갖춘 디지털 신호 처리 장치(DSP) 알고리듬으로 만들고, 지연기와 저주파 발생기가 많을수록 더 중후하고 더 합성된 코러스 효과가 된다."
"코렐 벤추라, corel ventura",,캐나다의 코렐사(Corel Corp.)에서 개발한 탁상 출판 소프트웨어. 마이크로소프트 윈도우(Windows)와 애플 맥(Mac) 운영 체제에서 동작된다. 장문의 문서를 페이지상에 배치(layout)하고 편집하는 복잡하고 완벽한 기능 제공으로 유명하다. 다른 도형 처리 프로그램과 문서 처리기(word processor)에서 외부 데이터를 들여오기(import) 하게 설계되어 있으며 필요한 수정과 다듬기를 할 수 있는 기능도 포함하고 있다.
"코로나 방전, -放電, corona discharge",,전극 표면의 기체 입자가 이온화함에 따라서 생기는 진동 현상. 이러한 방전은 사용 전압이 높을수록 발생하기 쉬우나 원리적으로는 도체 표면이 거칠어서 전위 분포가 평탄하지 않은 곳이 있으면 그리 높은 전압이 아니라도 생기기 쉽다. 코로나 방전은 전자파를 발생하여 전파 방해를 일으킨다.
"코로나 잡음, -雜音, corona noise",,"전계가 균일성을 상실하여 전위 경도가 큰 부근에 전리가 강하게 일어나고, 여기에 전류가 집중되어 공간 전하 효과가 증대함에 따라 그 부분만 발광되는 것을 볼 수 있다. 이것이 송전선에 발생되면, 고주파 전기 진동이 생겨 전력선 반송 장치에 악영향을 주게 되어 잡음으로 나타난다. 또한 무선 주파수의 잡음을 발생시켜 라디오 및 텔레비전에도 악영향을 주게 된다. 이것을 코로나 잡음이라고 하며 다음과 같은 특징이 있다. ㉠랜덤 잡음으로 주파수 내에서 균일한 분포를 나타낸다. ㉡선로 전압의 상승에 따라 잡음 레벨이 높아진다. ㉢악천후 시는 10~20dB 높아진다. ㉣잡음의 순간 최대치가 평균치보다 10~ 20dB 높다."
"코리아앳홈, Korea@Home",,"인터넷에 연결되어 있는 수많은 컴퓨팅 자원을 이용하여 단일 컴퓨터로는 수행하기 어려운 대량의 정보를 분산 처리하여 결과를 얻기 위해 정부 지원 프로젝트. 즉, 유휴 개인용 컴퓨터(PC) 자원을 이용하여 슈퍼컴의 성능을 구현하는 사업이다. 시스템은 프로젝트 회원으로 가입한 개인의 PC에 설치되는 수행 프로그램인 에이전트와 대용량의 데이터를 빠른 시간 내에 처리하고자 하는 과학자 등의 작업 수행 요청자인 클라이언트, 그리고 클라이언트의 요구를 받아 단위 작업들을 에이전트가 설치된 PC에게 나누어 주고 결과를 수거하는 역할 수행하는 서버로 구성된다. 동시에 3만여 대의 컴퓨터가 기여할 때 약 12.7 테라플롭(TeraFlops, 초당 12,700,000,000,000번의 부동소수점 연산)만큼의 성능이 기대되며, 유전학, 생화학, 천문 우주, 기상학 등 계산량이 많은 응용 연구에 적용이 가능하다. 이와 유사한 대표적 해외 프로젝트로서는 SETI@Home, Folding@Home, Genome@Home, Intel-Du Cancer Reaserch, FightAIDS@Home, Moneybee, Golem@Home 등이 있다. 본 프로젝트는 2002년에 시작하였으나 2010년에 운영을 종료하였다."
"코바, Common Object Request Broker Architecture, CORBA",동의어 : 공통 객체 요구 매개자 구조,"객체 관리 그룹(OMG)이 제정하는 객체 요구 매개자(ORB: Object Request Broker)의 표준. ORB는 분산 객체 환경에서 객체 간의 통신을 처리하는 기능으로, OMG가 제정한 분산 객체형 시스템의 기본 구조인 객체 관리 구조(OMA)의 5개 구성 요소 중 핵심적인 요소이다. 미국 휴렛 팩커드(HP)와 선 마이크로시스템즈(Sun Microsystems)가 공동으로 제안하여 1991년에 CORBA 1.1이 완성되었다. 1994년에 CORBA 1.1의 확장 규격이 CORBA 2.0으로 발표되었다. CORBA 2.0은 다른 기종 플랫폼 사이의 상호 운용을 가능하게 하는 ORB 규격이다. 이 규격에 따라 마이크로소프트 윈도즈 95, 윈도즈 NT, 유닉스, 매킨토시, OS/2 등 대부분의 플랫폼에서 각자 개발된 시스템이 상호 연계되어 하나의 시스템처럼 처리될 수 있다."
"코바, Kovar",,"철, 니켈, 코발트계의 합금. 금속이면서도 세라믹과 비슷한 성질을 갖는 물질로 저온에서 열팽창 계수가 유리와 비슷하다. 이동용 단말기, 중계기 등에서 주파수를 제어하는 표면 탄성파(SAW: Surface Acoustic Wave) 필터의 핵심 소재이며 휴대폰용 세라믹 부품에 주로 사용된다."
"코바 컴포넌트 모형, -模型, CORBA Component Model, CCM",,"코바(CORBA) 애플리케이션을 수행하는 코바 기반의 서버 컴포넌트 모형. 코바 3.0 규격의 한 부분으로, 자바 기반의 서버 컴포넌트 모형인 기업 자바빈(EJB)과 기능이 유사하여 여러 언어로 작성할 수 있고, 인터페이스도 다중으로 제공되며 시스템 서비스가 애플리케이션보다는 컨테이너에 의해서 수행된다. 코바 서비스로 된 컴포넌트의 수행, 관리, 구성, 배치가 가능한 표준 환경에서 특징과 서비스를 정의함으로써 코바 객체 모형을 확장하고, 이러한 서버 서비스는 트랜잭션, 보안, 영속성 및 이벤트 등을 포함한다."
"코볼, Common Business Oriented Language, COBOL",,"사무용 응용 프로그램을 위해 1960년대에 개발된 프로그래밍 언어. 많은 양의 정보를 효율적으로 처리하기 위해 입출력 기능에 중점을 두어 설계되었으며, 프로그램의 판독성을 증대시키기 위해 영어와 유사한 구문을 사용하였다. 코볼 장점은 ㉮컴퓨터의 내부적인 특성과는 무관하게 설계되었으므로 컴파일러만 있으면 어떠한 기계로도 코볼 프로그램을 작성, 처리할 수 있다. ㉯순차 처리와 단순 처리 모두 가능하므로 다른 언어에 비해 파일 처리 기능이 강력하다. ㉰프로그램의 작성이 쉽고 다른 프로그램 작성자가 보더라도 쉽게 이해할 수 있다. 단점은 ㉮원시 프로그램을 기계어로 번역하기 위한 코볼 컴파일러에는 많은 사항이 포함되기 때문에 컴퓨터의 기억 장치 용량이 커야 한다. ㉯다른 언어에 비해 프로그램의 작성량이 많고 길어서 전체적인 구성이 간결하지 못하다. 이 때문에 구조적 코볼(structured COBOL)이 사용되기도 한다."
"코볼 단어, -單語, COBOL word",,코볼에서 지정된 의미를 갖는 단어. 전용어(reserved word)라고도 한다. 규정된 문맥에서만 사용되는 선택 단어와 핵심 단어들을 포함한다. 컴파일러에 따라서 컴퓨터 제작자들이 단어들을 추가하기도 한다.
"코볼 언어, -言語, COBOL language",,"사무 지향형 문제를 표현하는 비교적 하드웨어에 무관한, 영어와 유사한 프로그래밍 언어. 문장을 이해하기 쉽도록 흔히 사용되는 명사, 동사 및 접속사들이 코볼 프로그램의 절차 부분에 쓰인다."
"코볼 컴파일러, COBOL compiler",,"코볼 언어로 작성된 원시 프로그램을 기계어로 변환하는 프로그램. 번역 프로그램이라고도 하며, 모드로 구성되어 있어서 확장과 관리를 하기 쉽게 되어 있다. 또한 컴파일러에서 광범위한 진단 메시지, 원시 언어 리스팅, 변수 명칭에 대한 교차 참조표도 출력된다."
"코빙턴, Covington",,인텔사가 저가 개인용 컴퓨터(PC) 시장을 공략하기 위해 펜티엄 2 데슈트에서 L2 캐시를 제거하고 만든 중앙 처리 장치(CPU). 512kB의 L2 캐시를 제거하고 L1 캐시 32kB로만 동작하기 때문에 CPU가 실행해야 할 명령어가 히트하지 않게 될 때 해당 명령어를 속도가 낮은 주기억 장치로부터 다시 읽어 들이기 때문에 기존 L2 캐시가 있는 펜티엄 2에 비해 실행 속도가 매우 떨어진다는 단점이 있다.
"코사인 등화기, -等化器, cosine equalizer",,부호 간 간섭이 작은 파형 전송을 하기 위하여 사용하는 등화기. 그 주파수 특성은 코사인 함수로 표시된다. 이상적인 저역 필터는 표본 사이에서 리플이 크고 식별 시점이 표본점에서 조금이라도 벗어나면 부호 간 간섭이 현저하게 증대되어 올바른 식별이 불가능하게 되기 때문에 이상적인 저역 필터의 대역단을 코사인파 모양으로 잘라 놓은 등화 특성을 지니게 한다.
"코스웨어, courseware",,"교사나 학생용 교재로 사용되는 컴퓨터 패키지로 된 교재. 다양한 분야의 지식으로 구성되어 있지만 주로 정보 기술을 주제로 하여, PC, 워드프로세서, 스프레드시트 등 관련 비즈니스 애플리케이션과 정보 기술 산업 인증 프로그램 등으로 되어 있다. CD-ROM을 이용하여 배포되고 교사용에는 설정 정보, 코스 계획, 교육 요점, 연습 문제 등이 포함된다."
"코시컨트 제곱 빔, cosecant squared beam",,빔의 중심의 밑이나 위의 수직면 내의 지향성이 그 각의 코시컨트의 제곱에 비례하는 부채꼴 빔.
"코앱, Constrained Application Protocol, CoAP",,"사물 통신(M2M: Machine to Machine), 사물 인터넷(IoT: Internet of Things)과 같은 대역폭이 제한된 통신 환경에 최적화하여 개발된 레스트(REST: REpresentational State Transfer) 기반의 경량 메시지 전송 프로토콜. &nbsp;코앱(CoAP)은 인터넷 엔지니어링 태스크 포스(IETF) 코어(CORE: Constrained RESTful Environments) 워킹 그룹에서 제정되었고, 센서 노드(sensor node)나 제어 노드(control node)처럼 메모리 용량, 컴퓨팅 성능, 배터리 등의 자원 제약이 있는 소형 장치에서 사용되는 경량의 레스트(REST) 아키텍처를 기반으로 한다. 레스트(REST) 아키텍처는 자원 검색(resource discovery), 멀티캐스트(multicast), 비동기 처리 요청 및 응답 등의 기능을 지원한다. 그리고 메시지 크기가 작으며 기존의 HTTP 웹 프로토콜과도 쉽게 변환 및 연동이 될 수 있다."
"코어, core",,광도파로나 광섬유에서의 빛이 전파하는 영역. 보통 주위의 매질보다 굴절률이 큰 영역을 말한다.
"코어 면적, -面積, core area",,"광섬유의 코어 주위에서, 코어의 최대 굴절률과 균일한 클래드 굴절률과의 차에 k배 한 것이 균일한 클래드 굴절률보다 큰 점들 중 축에 가장 가까운 모든 점을 연결하는 곡선으로 둘러친 단면적. 여기서 k는 특정의 정(＋) 또는 부(-)의 정수 k1이다."
"코어 직경, -直徑, core diameter",,코어의 영역을 이루는 원의 직경.
"코어 파일, core file",,"응용 프로그램이 여러 가지 원인으로 인해 수행이 불가능한 상황에 이를 경우 문제가 생긴 코어 내용을 그대로 덤프한 파일. 코어 파일은 프로그램이 죽었을 시점에서 프로그램 상태가 어떤지를 세부적으로 기술하는 정보가 포함되어 있다. 버그나 기타 운영체제, 하드웨어 보호 매커니즘을 위반하여 비정상적으로 프로그램이 종료되는 시점에서 운영체재는 문제가 발생한 응용 프로그램을 OFF 시키며 코어 파일을 만들어 프로그래머가 무엇이 잘못 되었는지를 판단하도록 도와준다. 코어 파일은 문제 추적의 핵심이 포함되어있다는 의미일 뿐 컴퓨터의 핵심 파일은 아니다."
"코일 프로브, coil probe",,자속 밀도의 변화에 따라 유도 전압을 발생시키는 코일로 구성된 자속 밀도 감지기.
"코코모 모델, Constructive Cost Model, COCOMO",,"보엠(B.Boehm)이 고안한 소프트웨어 개발 비용의 평가 및 견적 방법. 3단계 방법이 있다.①Basic COCOMO: 소프트웨어 개발 노력과 비용을 소스 명령어로 나타낸 프로그램 크기로 계산하는 방법으로, 명령어 5만 이하의 소규모 소프트웨어이고 개발 프로젝트가 복잡하지 않고 소규모 개발팀으로 수행되는 Organic Mode와, 명령어 30만 이내의 소프트웨어이고 Organic Mode보다 개발 프로젝트가 더 섬세하고 숙련자가 포함된 개발팀으로 수행되는 Semidetached Mode와, 소프트웨어가 하드웨어, 소프트웨어, 규정 및 운용 절차의 통합 상태에서 운용되어야 하므로 개발 프로젝트가 엄격한 요구 사항에 적합해야 하는 Embedded Mode가 있다.②Intermediate COCOMO: 인원 및 하드웨어와 같은 프로젝트의 노력과 기간을 결정하는 일단의 비용 드라이버들을 추가하여 소프트웨어 개발 노력을 계산하는 Basic 모델의 확대 방법이다. ③Detailed COCOMO: 각 단계의 효과로 비용 드라이버를 결정하기 위해 프로젝트의 각 페이스에 노력 승수(乘數)를 추가한 Intermediate 모델의 확대 방법이다."
"코코아, cocoa",,"애플사(Apple)의 맥 OS(Mac OS) X의 전용 애플리케이션 개발 프레임워크. 맥 OS X용 애플리케이션 개발을 위한 객체 지향 프레임워크 셋으로 구성되었다. 코코아는 동적 객체 지향 확장이 가능한 오브젝티브-시(Objective-C)로 실행되며, 기존 C 언어나 C++ 라이브러리에 포함된 기능을 활용할 수 있다. 또한 자바 개발자들을 위한 맥 OS X용 자바(Java) 인터페이스와 기존의 유닉스(UNIX)나 여타 플랫폼에서의 핵심적인 코드를 유지한 채 맥용 애플리케이션으로 전환해 주는 아쿠아 인터페이스(Aqua Interface)를 제공한다.&nbsp;"
"코퍼마인, Coppermine",,"인텔사(Intel)의 펜티엄 3 프로세서 프로젝트 코드명 중 하나. 배선 공정이나 중앙 처리 장치(CPU) 전압, 클럭 주파수 등의 차이를 보이는 클라매스(Klamath), 카트마이(Katmai), 투알라틴(Tualatin) 등의 다른 프로젝트들의 코드명도 있으나 모두 펜티엄 3라는 같은 이름으로 출시되었다. 펜티엄 3의 500MHz~1GHz까지가 코퍼마인 방식으로 제조된 것이며, 코퍼마인 방식 프로세서와 L2 캐시를 결합한 셀러론(celeron) 프로세서도 출시되었다. 코퍼마인은 제조 공정에서 0.18마이크론 공정으로 설계되었으나 후에 0.13마이크론 공정으로 축소된 펜티엄 3 1.3GHz의 투알라틴(Tualatin) 코어가 출시되었다. 코퍼마인의 FSB(Front Side Bus) 속도는 100MHz와 133MHz 2가지 종류가 있고, 133MHz 제품에는 ‘펜티엄3 500b’와 같이 ‘b’를 붙인다."
"코피스, coffice",,"무료로 무선 인터넷 서비스를 제공하는 카페. ‘커피(coffee)'와 ‘사무실(office)'의 합성어로, 코피스에서 노트북, 스마트폰 등 전자 기기를 활용해 업무를 볼 수 있다. 코피스는 딱딱한 의자 대신 푹신한 소파, 충분한 콘센트, 미팅룸 등의 환경을 서비스하는 반면 회사와 달리 물품 분실, 통신 보안 불안, 주변 소음 등의 단점이 있을 수 있다."
"콘덴서 마이크로폰, condenser microphone",,"도전성을 가진 매우 얇은 막이 진동관과 고정 전극을 평행으로 배치하여 콘덴서를 만들고 음의 진동에 의한 용량의 변화로부터 전기적 출력을 얻는 것. 다른 마이크로폰에 비해 주파수 특성이 좋으며 수십 Hz~ 10kHz까지 균일한 특성의 것을 만들 수 있다. 라디오, 텔레비전의 방송용이나 음향 표준용으로 쓰인다."
"콘덴서 자동 제어기, -自動制御器, capacitor automatic controller",,"고압 모선에 복수군의 진상용 콘덴서를 삽입하여 일군은 고정시키고 나머지 군은 부하 회로의 무효 전력 변동에 따라 자동적으로 투입, 차단함으로써 역률 개선을 꾀하는 기기."
"콘볼루션, convolution",,"한 신호를 기준으로 다른 신호가 상대적인 시간 변화를 가지며 그에 따른 적분의 계산을 통해 산출된 신호. 어떤 시스템이 convolution y(t)는 y(t) = x(τ) * h(t - τ) 같은 형태로 표현될 때신호 h(t)가 시스템의 동작을 나타내는 고유신호인 경우라면, y(t)는 그 시스템을 거친 신호가 변화해 가는 것을 의미하며, 이는 결국 서로 다른 두 신호를 합성하는 과정을 의미하게 된다. 디지털 신호의 부호화에 사용되는 콘볼루션 코드(convolutional code)는 나열된 패턴을 연상하여 돌림형 부호(또는 길쌈 부호)라고도 부른다."
"콘볼루션 신경망, -神經網, Convolutional Neural Network, CNN",동의어 : 합성곱 신경망,"심층 신경망(DNN: Deep Neural Network)의 한 종류로, 하나 또는 여러 개의 콘볼루션 계층(convolutional layer)과 통합 계층(pooling layer), 완전하게 연결된 계층(fully connected layer)들로 구성된 신경망. CNN은 2차원 데이터의 학습에 적합한 구조를 가지고 있으며, 역전달(Backpropagation algorithm)을 통해 훈련될 수 있다. 영상 내 객체 분류, 객체 탐지 등 다양한 응용 분야에 폭넓게 활용되는 DNN의 대표적 모델 중 하나이다."
"콘 셸, Korn Shell, K Shell",,AT&amp;T사 벨 연구소의 콘(David Korn)이 개발한 셸. B 셸이나 C 셸보다 강력하고 쓰기 쉽지만 유닉스 본체와 따로 판매하기 때문에 별로 보급되지 않았다. B 셸과 C 셸의 장점이 채택되어 있는 외에 vi Edit와 Emacs Editor와 비슷한 전화면 편집 기능(Full Screen Edit)을 갖고 있는 것이 큰 특징이다.
"콘솔, console",,"①컴퓨터 시스템의 관리자가 시스템의 상태를 알아보거나, 각종 업무를 처리하기 위해 사용하는 특수한 기능의 단말 장치. 이는 보통의 단말기와 유사하나 중앙 처리 장치(CPU)에 직결되어 여러 특수 기능을 수행하며, 대개 컴퓨터의 본체와 가까운 곳에 설치된다. 시스템 관리자는 이러한 단말기를 통하여 현재 시스템의 동작 상태를 확인하고 작업을 조작하거나 시스템을 재시동하는 작업 등을 수행한다. ②개인용 컴퓨터(PC)에서 표준 입출력 장치를 일컫는 용어. 키보드와 모니터가 콘솔에 속한다."
"콘솔 게임, Console Game",,콘솔 박스에 게임 타이틀을 삽입하고 모니터로 영상을 보면서 진행하는 가정용 비디오 게임. 2D 기반에서 3D 게임로 일반화되고 있으며 온라인 콘솔 게임도 증가되는 추세다.
"콘솔 대기 행렬 요소, -待機行列要素, Console Queue Element, CQE",,특정한 콘솔에 출력하기 위해 대기 행렬에 넣는 메시지 정보를 갖는 제어 블록.
"콘텍스트 제어, -制御, context control",,OSI 기본 참조 모델에서 추상 구문(abstract syntax)과 전송 구문(transfer syntax)의 대응 관계를 나타내는 정보를 콘텍스트라고 한다. 콘텍스트는 응용 계층(제7층)으로부터의 요구에 따라서 표현 계층(제6층)의 프로토콜을 바탕으로 한 상대 시스템 응용 프로세스와의 절충(negotiation)에 의해 결정된다. 이 절충은 일반적으로 2개의 응용 프로세스 간에 논리적인 통신로(connection)를 설정할 때에 행한다.
"콘텐츠, content",,"①멀티미디어 소프트웨어를 작성할 때에 필요한 정지화(靜止畵)나 동화(動畵), 음성 등과 같은 소재. CD-ROM 타이틀과 같은 멀티미디어 소프트웨어는 일반적으로 편집 툴을 사용하여, 동화나 음성 등을 조합하여 작성한다. 그러나 모든 소재를 새로 만들어 사용하는 것은 시간과 비용이 소요되고, 소재 자체의 완성도가 요구되기 때문에 어려운 점이 있다. 그래서 사용자가 자유로이 이용할 수 있는 화상이나 영상, 효과음과 같은 소재만을 수집하여 수록한 콘텐츠 라이브러리(content library)를 제공하는 사람이나 사업자(content provider)가 등장하고 있다.  ②종합 유선 방송(CATV)이나 주문형 비디오(VOD) 등 네트워크형 멀티미디어 정보 제공 서비스는 CD-ROM 타이틀이나 디지털 비디오 등의 소프트웨어가 서비스의 알맹이가 되기 때문에, 멀티미디어 소프트웨어와 서비스를 포함하여 이르는 용어."
