word,synonym,description
"커넥션, connection",,"접속 또는 연결. 컴퓨터와 통신에서 커넥션과 접속(access)을 둘 다 접속이라고 혼동해서 사용하는 경우가 많은데, 이것은 적절한 우리말 용어가 없는 데서 기인한다. 커넥션은 다음과 같은 의미로 사용된다. ㉠통신에서는 정보 전달을 위하여 기능 단위 간에 확립되는 결합에 의해 설정된 통신로(communication path). ㉡컴퓨터 프로그램에서는 모듈 간의 상호 작용을 가능하게 하는 메커니즘, 특히 비동기 절차에 대한 절차 호출(procedure call)을 가능하게 하는 메커니즘. 예를 들면, 코볼에서는 ENABLE 명령문에 의해 하나의 통신 접속이 설정되고, OPEN 명령문에 의해 하나의 입출력 접속이 설정된다. ㉢OSI 기본 참조 모델에서는 어떤 층의 복수의 기능 단위 사이에 설정되는 논리적인 통신로."
"커넥트 서비스, Connect Service",,"ID 하나로 서로 다른 사이트 간 연계를 통해 사용자에게 편리를 제공하는 서비스. 사용자는 하나의 ID로 여러 사이트 간 정보를 자유롭게 이용, 관리할 수 있는 새로운 유통 모델이다. 외국에서는 페이스북과 구글이, 국내에서는 SK커뮤니케이션즈와 NHN 등이 서비스를 시작했다."
"커넥트코리아, connectkorea",,"대학 및 연구소 보유 기술의 활용을 촉진하고 산학협력 활성화를 위해 정부가 지원하는 사업. 커넥트코리아사업은 미국 UCSD(대학)의 커넥트 프로그램을 벤치마킹한 사업으로 2006년도부터 도입되었다. 대학, 연구소 내의 유망한 기술 이전 전담 조직을 선정하여 해당 전담 조직의 운영, 기술 이전 활동 등을 지원한다."
"커넥티드 TV, Connected TV",,인터넷 기반 서비스가 가능한 TV. TV로 직접 인터넷망에 접속하여 인터넷에서 제공하는 다양한 서비스와 웹 검색이 가능하다. 인터넷망을 사용하지만 방송 사업자가 직접 콘텐츠를 제공하는 IPTV와는 다른 개념이다. 대표적인 커넥티드 TV로는 구글TV와 애플의 아이TV가 이에 해당된다.
"커넥티드 단말기, -端末機, Connected Device",,"무선 네트워크와 연결되어 각종 서비스를 제공할 수 있는 휴대용 기기. 무선 랜(WLAN), 2세대 이동 통신/3세대 이동 통신(2G/3G), 와이브로(WiBro) 등 무선 네트워크를 기반으로 서비스를 제공할 수 있는 휴대용 기기를 통틀어 가리킨다. 스마트폰을 비롯해 넷북과 같은 모바일 노트북 컴퓨터, 전자책 단말기, 닌텐도 게임기 등이 있다."
"커넥티드 워크포스, Connected Workforce",,"스마트폰을 이용하여 기업의 모든 업무를 원활하게 연결하는 새로운 개념의 모바일 오피스. 기존 모바일 오피스가 유선상의 사내 시스템을 스마트폰으로 구현하는 단순한 수준인 반면, 커넥티드 워크포스는 각 기업이 필요한 기능을 스스로 개발해 추가하고 공유할 수 있는 개방형 플랫폼이다. 편리하고 이동성이 장점이지만 보안 문제가 중요한 문제로 남아 있다."
"커넥티드 카, Connected car",,"통신망에 연결된 자동차. 통신 수단으로 무선랜(Wi-Fi), 엘티이(LTE) 이동 통신 등이 사용된다. 커넥티드 카는 다른 차량이나 교통 및 통신 인프라, 보행자 단말 등과 실시간으로 통신하며 운전자의 편의와 교통 안전을 돕고 인터넷의 다양한 서비스를 제공한다. 커넥티드 카 자체가 통신 기기가 된다는 의미에서 ‘거대한 사물 인터넷(IoT) 기기’라고도 한다. 커넥티드 카는 다른 차량이나 보행자 단말, 도로 기반 시설 등과 추돌 경고 신호, 교차로 통제 정보 등을 주고받고, 교통 센터에서 교통 안전 지원, 실시간 길 안내, 차량 점검 서비스 등을 받을 수 있다. 자동차의 와이파이(Wi-Fi)나 이동 통신 기능을 핫스폿으로 이용하여 탑승자들은 음악 및 영화 스트리밍 서비스, 실시간 날씨 및 뉴스 검색 서비스 등을 이용할 수 있다. 최초의 커넥티드 카는 1996년 제너럴 모토스(General Motors)에서 만든 온스타(OnStar) 서비스이다. 온스타는 셀룰러 통신과 위성 통신 기반으로 내비게이션, 차량 추적, 긴급 구조 요청 전화 등의 서비스를 제공하였다. 2014년 아우디(Audi)가 최초로 LTE Wi-Fi 핫스폿(Hotspots) 접속 기능을 탑재한 A3 자동차를 출시하였고, 이후 제너럴 모터스(GM)에서도 LTE 통신 기능을 탑재한 자동차를 대량 출시하였다. 2016년 SK텔레콤은 에릭슨(Ericsson)과 5G 시험망을 공동 구축하고, BMW와 세계 최초 5세대 이동 통신(5G)을 탑재한 커넥티드 카 T5를 시연하였다."
"커맨드 키, command key",,"초기의 애플 매킨토시 키보드에서 프로펠러 또는 강아지 다리라고도 불리던 특수한 기호(⌘)로 표시되어 있는 키. 애플 ADB 키보드나 확장 키보드에서 커맨드 키는 초기의 Apple Ⅱ 키보드에서 사용되던 애플 키(Apple key)와 병합되어 있다. 이 키는 매킨토시 키보드의 버전에 따라 스페이스바의 한쪽 또는 양쪽에 위치하고 있으며, IBM 키보드의 컨트롤 키와 일부 같은 기능을 수행한다. 커맨드 키를 어떤 문자 키와 동시에 누르면 여러 번 키를 누르거나 마우스를 이동하지 않고도 메뉴를 선택하거나 다른 기능을 수행시키는 지름길 구실을 한다."
"커머스넷, CommerceNet",,"인터넷을 이용한 전자상거래(electronic commerce)의 보급 촉진을 목적으로 하는 컨소시엄. 미국 정부의 기술 재투자 프로젝트(TRP:Technology Reinvestment Project)의 자금 지원을 받아 1994년에 발족하였다. 창설 회원은 인터넷 서비스 제공 업체인 미국의 BBN사, 인터넷 관련 자문 회사인 미국의 EIT(Enterprise Integration Technologies)사 및 스탠포드 대학교 부설 CIT(Center for Information Technology)이며, 이들이 운영의 책임을 지고 있다. 인터넷의 완강성(robustness), 전자 거래에 수반하는 전자 지불 시스템, 전자 카탈로그 등 테마에 관한 연구와 보급 활동을 전개한다."
"커뮤니티 클라우드, Community Cloud",,"특정 목적의 커뮤니티에 소속된 다수 기관이 사용하는 클라우드 시스템. 특별한 보안 요구나 공통 목적에 대한 관심사를 공유한 그룹에 의해서 제어되어지는 방식으로 IT 서비스기업이 그룹계열사를 대상으로 IT 자원을 제공하는 경우나 정부 기관을 대상으로 서비스 하는 경우에 이용된다. 공공 클라우드(public cloud), 전용 클라우드(Private Cloud), 하이브리드(hybrid cloud)와 더불어 4가지 수용모델 중 하나이다. 관리운영 주체에 따라 직접 또는 제3자가 운영하기도 하고, 설치 장소도 조직 내 또는 조직 외에 설치할 수 있다."
"커미션 정션, Commission Junction, CJ",,"제휴 프로그램 관련 각종 솔루션을 제공하는 업체. 전자 상거래 업체와 제휴 사이트를 연결하는 역할을 하며, 주로 온라인에서 제품이나 서비스를 파는 전자 상거래 업체와 각종 정보를 제공하는 사이트가 제휴하여 자신의 콘텐츠에 전자 상거래 업체의 제품 광고나 연결을 추가하여 판매 실적에 따라 수수료를 받는다. 한편, 전자 상거래 업체는 실제로 매출이 일어날 경우에만 제휴 사이트에 수수료를 지급한다."
"커미트, commit",,분산 트랜잭션 처리에서 하나의 트랜잭션에 포함되는 조작의 실행이 모두 완료되고 그에 따른 데이터베이스의 갱신 내용이 작업 영역(기억 장치)에 기록되어 트랜잭션의 적용이 완료되었다고 판단되는 시점에서 그 종료를 요구하는 동작. 이 시점을 커미트 시점이라고 한다. 커미트가 실행되면 갱신 데이터가 실제로 데이터베이스(자기 디스크)에 기록되고 관련된 잠금(lock)이 해제되어 갱신된 내용이 다른 트랜잭션으로부터 접근할 수 있다.
"커미트먼트 제어, -制御, commitment control",,"데이터베이스에서 트랜잭션 실행의 정확성과 무결성을 보증하기 위해 커미트(commit)라는 개념을 사용하여 실행 제어를 하는 것. 커미트먼트 제어에서는 장애 회복의 과정에서 커미트 시점에 도달되어 있는 트랜잭션의 실행 결과는 완전하게 데이터베이스에 기록되고, 그렇지 않은 트랜잭션의 실행 결과는 데이터베이스에 반영되지 않도록 제어된다. 분산 데이터베이스 시스템에서는 커미트먼트 제어의 실현 방법으로 2단계 커미트(two-phase commit) 방법이 널리 사용되고 있다."
"커미트 시점, -時點, commit point",,"커미트를 명령하는 시점. 하나의 트랜잭션에 포함되는 조작의 실행이 모두 종료되어 그 갱신 데이터가 작업 영역에 기록되고 트랜잭션의 적용이 완료된 시점에서 그 종료를 요구하는 동작을 커미트라고 하는데, 이 시점을 가리킨다."
"커밋, kermit",,"비동기 통신에서 사용되는 파일 전송 프로토콜. 미국 콜롬비아 대학에서 마이크로컴퓨터와 메인 프레임 간의 정보 전송 수단으로 개발한 것인데, 전화 회선을 통한 통신용의 수많은 소프트웨어 패키지에 사용되고 있다. 정보는 96바이트의 가변 길이 단위(패킷)로 전송되고, 각 패킷에 대한 전소 오류의 검사가 이루어진다. 제어 문자는 표준의 인자 가능 아스키(ASCII) 문자(10진 코드 32에서 126까지)로 변환되어 수신 측에서의 해석 오류 없이 전송이 가능하게 된다. 커밋이란 이름은 ‘Sesame Street’라는 TV 프로에 등장하는 개구리의 이름에서 따온 것이다. 커밋은 공개 영역 소프트웨어(PDS)로 인터넷에 흐르고 있기 때문에 많은 사람이 PC에서 대형기까지 다양한 기종에 이식하고 있다."
"커버로스, Kerberos",,"분산 컴퓨팅 환경에서 대칭키 암호를 이용하여 사용자 인증을 제공하는 중앙 집중형 인증 방식.클라이언트의 요청에 따라 인증 서버는 클라이언트의 패스워드를 기초로 티켓 증명 티켓(TGT:Ticket-Granting Ticket)과 세션 키를 클라이언트에게 제공하고, 클라이언트는 애플리케이션 서버에 접근 시 일정 기간 내 사용자 인증용으로 티켓 증명 티켓(TGT)을 사용한다. 커버로스(Kerberos)는 개방 네트워크상에서 인증과 통신의 암호화를 시행하여, 보안성을 확보하고 있다. 매사추세츠 공과대학교(MIT)에서 개발한 인증 서비스 시스템이며, 버전 5의 규격은 RFC 1510에 규정되어 있다."
"커버유리 일체형 터치, -一體型-, Glass to Glass, G2",,"커버유리가 터치 기능을 수행하는 디스플레이. 일반적인 터치 스크린은 유리에 ITO 필름 2장을 사용한 방식이며, G1F는 한 장을, G2는 한 장도 사용하지 않고 유리에 터치 기능을 모두 내장한 방식이다. 스마트 기기의 두께가 얇아질 뿐 아니라 유리 기반 에칭을 최대화할 수 있다."
"커서, cursor",동의어 : 깜박이,"단말 장치에서 어떤 문자를 수정하거나 입력시킬 위치를 표시할 때 사용하는 기호. 어떤 단말기에서는 커서를 마음대로 움직일 수도 있으나, 대체적으로 제한되어 있다. 전형적인 커서는 입력될 문자의 위치를 선으로 표시하거나 흰 사각형으로 표시한다. 키보드에서의 커서 명령은 상하 좌우, 자기 원래 위치, 다음의 새로운 행 제일 왼쪽으로 움직이기 위해 ‘계속되는’ 기능을 가지고 있으며, 커서 제어 단추로서 충분하지 않을 때에는 다른 제어 장치가 있다. 이런 것으로는 조이스틱, 광전 펜, 트랙 볼 등이 있으며 주로 그래픽 단말기에 사용한다."
"커스터마이즈, customize",동의어 : 맞춤,"이용자가 사용 방법과 기호에 맞추어서 하드웨어나 소프트웨어를 설정하거나 기능을 변경하는 것. 예를 들면, 빈번히 사용하는 기능을 특정의 키, 메뉴 툴 바에 할당하여 이용자가 스스로 사용하기 쉬운 환경을 만드는 것 등을 가리킨다. 또한 애플리케이션, 팩키지 등 표준적인 사양으로 작성된 업무 시스템을 실제 업무 처리에 맞추어서 수정하는 일도 커스터마이즈라고 한다."
"커스텀 롬, custom ROM",,개인이 기존 운영 체제(OS)에서 일부 기능을 추가하거나 삭제해 만든 고객 맞춤형 운영 체제. 이름은 읽기용 기억 장치(ROM: Read Only Memory)이지만 사실상 펌웨어(firmware)를 말한다. 개발자에 따라 제조사가 만든 응용 프로그램을 삭제하거나 일부 응용 프로그램을 추가해 배포된다.
"커스텀 애플리케이션, custom applications",,"이용자 고유의 환경에 대응한 애플리케이션. 예를 들면 그룹웨어의 표준화된 기능을 이용하는 것만으로 업무의 효율화는 어느 정도까지 가능하지만, 각 기업마다 업무 형태가 다르기 때문에 그 기업 독자의 애플리케이션을 작성하는 경우가 있다. 이것을 커스텀 애플리케이션이라 부른다. 그룹웨어 환경에서 기간(基幹) 시스템의 데이터베이스를 참조하면서 수/발주(受發注) 등의 업무를 실행하는 애플리케이션은 커스텀 애플리케이션으로서 작성할 필요가 있고, 그룹웨어마다 전용의 개발 환경을 대비한 것도 많다."
"커스텀 컨트롤, custom control",,"마이크로소프트 윈도우(Microsoft Windows) 환경에서 사용자 또는 제3의 소프트웨어 제공자가 만든 제어 프로그램. VBX(Visual Basic Extension), OLE 제어 확장(OCX), 액티브엑스 컨트롤(ActiveX control) 등이 있다. 스크롤 막대나 버튼 등 기본적인 컨트롤과 소프트웨어 벤더사들이 만든 판매용 컨트롤에 이르기까지 다양한 컨트롤이 있다. VBX는 마이크로소프트사가 개발한 것으로 데이터베이스 액세스나 복잡한 고객 인터페이스에 많이 이용되며, 비주얼 베이식(Visual Basic)의 기능을 확장하는 프로그램 구성 요소로 사용하면 코딩할 필요가 없어서 생산성이 향상된다. OLE 커스텀 컨트롤(OCX)는 윈도우의 오브젝트 관련 기구인 OLE(Object Linking and Embeding)을 이용하여 만든 주문형 컨트롤로 효율적인 소프트웨어 개발을 할 수 있다."
"컨버전, conversion",,"①정보의 표현 양식을 다른 표현 양식으로 바꾸어 주는 처리. 예를 들면, 테이프의 정보를 용지에 인쇄된 정보로 변환하는 것 등이 있다. ②컴퓨터 처리에서 가장 기본적인 처리로 판독이 가능한 기록 매체에서 자기 테이프나 자기 디스크 등의 파일 매체로 변환하는 것, 또는 그 반대. 데이터 처리의 효율화, 파일 취급의 용이성 확보를 목적으로 한다. ③다른 환경에서 유사한 기능을 수행할 수 있도록 기존의 소프트웨어를 수정하는 것. 한 컴퓨터에서 수행되는 프로그램을 또 다른 프로그램에서 수행되는 프로그램으로 변환하는 것이다. 예를 들면, 포트란 프로그램을 에이다 프로그램으로 변환하는 것 등이 있다."
"컨버터 박스, Converter Box",,디지털 텔레비전(DTV) 신호를 아날로그 TV 수신기로 시청이 가능하도록 신호를 변환하는 장치. 기존 아날로그 TV 수신기로 디지털 방송을 시청하기 위해서는 디지털 TV 전용 수신기나 컨버터 박스가 필요하다.
"컨테이너 기지국, -基地局, container base station",,이동 통신과 무선 호출 서비스를 제공하기 위한 산악 지형 등에 컨테이너를 설치하여 기지국을 운영하는 것.
"컨테이너 보안 장치, -保安裝置, Container Security Device, CSD",,"컨테이너에 부착하는 보안장치. 태그와 고정형 및 휴대용 리더기로 구성되어 컨테이너가 이동할 때 공장, 창고, 터미널, 항만 등에 설치된 리더기로 언제,어디서나 컨테이너의 이상유무와 구간별 위치를 파악할 수 있는 시스템이다. 2007년 미국에서 컨테이너에 CDS 탑재를 의무화하면서 전세계적으로 도입이 확산되고 있다."
"컨트롤 키, control key",,"컴퓨터 키보드상의 특수 키 중의 하나. 일반적으로 많은 응용 프로그램에서 다른 키와 조합해서 누르고, 특별한 기능을 실행한다. 컨트롤 키와 문자 Z를 누름으로써 실행 후의 변경을 원상태로 복귀시킨다. 컨트롤 키의 조합으로 제어 문자를 입력하는 경우도 있다. 예를 들면, 문서 편집 프로그램에서 컨트롤 키와 문자 N을 누름으로써 새로운 페이지의 시작을 명령할 수 있다. 조합에 의한 기능은 운영 체계나 응용 프로그램에 따라 다르다."
"컨티뉴아 헬스 얼라이언스, Continua Health Alliance, CHA",,"정보 통신 분야 의료 기기에 표준화 운용성을 위해 결성된 국제 산업 협력체. 개인 건강 기기에서 의료 정보 서버까지 데이터 전송에 필요한 여러 가지 통신 표준을 채택하고, 제품이 표준에 적합하게 구현되었는지 검토하며, 상호 운용성과 적합성 보장을 위한 인증 제도 개선과 업체들의 제품 개발을 지원하는 역할을 한다. 삼성·인텔·필립스 등 기업이 활동하고 있으며, 한국정보통신기술협회(TTA)는 2009년에 가입해 2011년 CCE(Continua Certification Expert) 자격을 획득했다."
"컬러 TV 방식, -方式, color TV system",,"색을 표현할 수 있는 텔레비전. 영상의 휘도 신호만을 전송하여 화면에 나타내는 흑백 텔레비전과 달리 컬러 텔레비전은 색신호도 함께 전송하는데, 현재 NTSC, PAL, SECAM 등 3가지 시스템이 존재한다. 이중 NTSC 시스템은 색채 카메라에서 출력되는 RGB(적/녹/청) 세 신호를 휘도 신호(Y＝0.30R＋0.59G＋0.11B)와 2개의 색차 신호(G-Y, B-Y)로 변환하여 전송한다. 이 시스템은 기존의 흑백 텔레비전과 호환성을 가진다."
"컬러 대비, -對比, color contrast",,①두 색이 서로 영향을 주어 그 차이가 강조되어 보이는 현상. 적색과 녹색처럼 보색(補色)에 가까운 관계에 있는 두 색을 공간적 또는 시간적으로 접근하여 나타내면 각각의 색조와 포화 정도가 강화된 것으로 느껴진다. 두 색의 밝기가 거의 같을 때 색 대비가 더욱 크다. ②두 색의 상대적인 차이 또는 이것을 양적으로 나타낸 것.
"컬러 도형 어댑터, -圖形-, Color Graphics Adapter, CGA",,"미국의 IBM사가 1981년에 발표한 비디오 어댑터 보드(비디오 어댑터)와 그 화상 처리 표준. 컬러 도형 어댑터(CGA)는 몇 개의 텍스트 모드 및 도형 모드를 제공한다. 텍스트 모드에서는 40자×25행 또는 80자×25행의 영숫자를 16색으로 표시할 수 있다. 도형 모드에서는 가로세로 640×200화소의 해상도로 2색을 표시하거나, 가로세로 320×200화소의 해상도로 4색을 표시할 수 있다. CGA는 IBM PC용으로 개발되었으나 호환기용의 고성능 비디오 어댑터의 개발 경쟁을 유발하는 계기가 되었으며 그 후 개인용 컴퓨터에서의 도형 처리 표준의 발전을 촉진시켰다."
"컬러 디캔팅, Color Decanting",,"LG 전자가 개발한 화질 개선 기술. 화면 전체를 한 번 보정하던 기존 방식에서 탈피하여 피부색, 배경색, 음영 등 한 화면 안의 다양한 색채를 개별적으로 인식해 두 번 조정하는 기술이다."
"컬러 막대 신호, -信號, color bar signal",,"컬러 텔레비전의 송상계나 수상기의 조정 기준으로 사용하는 색 무늬 신호. 몇 종류가 있는데, 예를 들면, 적/녹/청 3원색과 이들의 보색 및 흰색의 7색을 백/황/시안(녹청:cyan)/녹/마젠타(진홍:magenta)/적/청의 순서로 배열하고 있다. 컬러 막대 줄무늬 신호는 컬러 텔레비전의 컬러 방정식에 따라 순 전기적으로 합성되어 만들어진다."
"컬러 막대 신호 발생기, -信號發生器, color bar generator",,컬러 막대 줄무늬(color bar) 신호를 발생시키는 장치. 송상계의 조정 시험에 쓰이는 것과 수신기의 조정에 쓰이는 것 2종류가 있다. 전자는 카메라 출력에 대응하는 3원색 신호를 발생하며 컬러 코더로 다중화하여 복합 컬러 막대 줄무늬 신호를 만드는 데 쓰인다. 후자는 복합 컬러 막대 줄무늬 신호로 캐리어를 변조하여 직접 수신기의 안테나 단자에 가할 수 있는 신호를 발생한다.
"컬러 막대 줄무늬, color bar",,"컬러 텔레비전에서 텔레비전 장비의 시험용으로 사용되는 영상 신호. 이것은 특정의 휘도값과 색도값을 지시하는 수직의 컬러 막대형으로 이루어진다. 변조된 6개의 막대 줄무늬를 포함한 총 8개의 휘도 페디스털(pedestal)로 구성된다. 변조되지 않은 양쪽 바깥의 막대 줄무늬는 기준 백과 기준 흑이다. 가운데 부분의 6개 막대 줄무늬는 색도 위상과 진폭으로 변조된 3개의 기본 원색과 3개의 2차색으로 배열되는데, 휘도가 높은 순에서 낮은 순으로 배열되어 있다. 이 컬러 줄무늬 신호는 전기적이므로 색상, 색도, 기타 광학적 특성에 대한 일그러짐이 없고 TV 전송 시 얻을 수 있는 가장 정확한 색이므로 시험용으로 널리 이용된다."
"컬러 버스트, color burst",,컬러 텔레비전 수상기에서 색 신호를 올바르게 재생하는 데 필요한 기준이 되는 신호. 색 동기 신호라고도 한다. NTSC 방식에서 송상 측에서 색 신호를 영상 신호와 함께 보내기 위해 수평 동기 신호의 백포치에 8~12주기의 색 부반송파를 올바른 위상 관계를 유지하면서 삽입한다. 이것이 색채 버스트로서 수상기 측에서는 이 신호를 기준으로 하여 국부 부반송파 발진기의 위상을 자동적으로 제어하고 송상 측의 부반송파와의 올바른 위상 관계를 유지하여 색의 동기를 잡는다.
"컬러 수상관, -受像管, color picture tube",,"컬러 텔레비전용 수상관. 섀도 마스크관, 트리니트론, 크로마트론 등이 있다. 어느 것이나 적/녹/청 3원색의 발광색의 각 형광면을 규칙적으로 발라서 만든 형광면을 신호로 변조된 전자 빔으로 주사하여 컬러 화면을 만든다."
"컬러 영상 신호, -映像信號, color video signal, composite color signal",,모든 동기 신호와 컬러 버스트를 포함한 완벽한 영상 신호.
"컬러 인쇄기, -印刷機, color printer",,"문자, 도형 또는 화상의 전 색채(full color) 출력이 가능한 컴퓨터 인쇄기의 총칭. 흔히 컬러 프린터라고 한다. 컬러 인쇄기에는 색 분류된 리본에 핀을 박는 와이어 핀 점-행렬 인쇄기(wire-pin dot-matrix printer), 열 전사식 인쇄기(thermal transfer printer), 채색된 잉크를 내뿜는 잉크 분사식 인쇄기(ink-jet printer)가 있다. 대부분의 컬러 인쇄기는 흑백 인쇄도 가능하다."
"컬러 코더, color coder",,"3원색 신호와 색 부반송파로부터 색채 복합 화상 신호를 만들어 내는 장치. 매트릭스 회로, 색 부반송파 변조 회로 등으로 구성되어 있다. 컬러 엔코더라고도 한다."
"컬러 코드, color code",,"정해진 컬러 색상의 조합을 이용해 디지털정보를 기록, 저장하는 새로운 개념의 데이터 표현기술. 바코드가 흑백의 바(bar)로 이뤄진 데 반해 컬로코드는 여러가지 색(예 : 적색, 녹색, 청색, 흑색)을 이용한 매트릭스 형태다. 현재 5x5 매트릭스와 5x8 매트릭스 형태가 있다. 5x5는 표현 가능한 주소공간이 32비트로서 40억개 이상의 데이터를 관리할 수 있다. 컬러코드는 자체에 정보를 입력하는 것이 아니라, 컬로코드의 인식을 통해 URL이 기록된 위치를 알아내고, URL로부터 온라인 정보를 찾게 하는 방식이며, 온라인 정보는 수시로 변경할 수 있다. 신문이나 잡지 등 오프라인 인쇄매체에 컬러코드를 인쇄한 후 온라인으로 유도하는 광고용 이외에도 명함이나, 카메라폰과 연계하여 다양한 응용이 고려되고 있다."
"컬러 키, color key",,"다른 비디오 이미지를 겹쳐서 하나의 화면으로 합성하는 기법. 배경 위에 겹칠 경우 겹쳐지는 부분의 배경 화면이 지워지므로 투명 영역을 두고 있는데, 이 투명 영역에 지정하는 특정 색상을 말한다."
"컬러 평형, -平衡, color balance",,"①컬러 텔레비전 수상기의 화상 등의 색을 재현할 때 각 원색상 상호 간의 명암 관계. 무채색이 거의 충실히 재현되어 있는 상태를 색 평형이 이루어졌다고 한다. 컬러 텔레비전에서 색 평형을 취하기 위해서는 그레이 스케일이 착색되지 않고 재생되도록 조정한다. ②배색의 경우 색의 형, 크기, 배치 등의 상호 관계로 일어나는 균형감."
"컬러 표시관, -標示管, Color Display Tube, CDT",,모니터를 구성하는 한 부품으로 컴퓨터로부터 입력된 신호를 화면에 나타내는 디스플레이 소자. TV용 브라운관으로 사용되는 CPT(color picture tube)와 구분되며 원리는 동일하지만 나타낼 수 있는 해상도 및 선명도는 CDT가 월등히 우수하다. CPT는 주로 동영상을 나타내는 것이지만 CDT는 주로 정지 화상을 나타내는 화상 표현 장치로 더 정교하고 세밀하다.
"컴덱스, Computer Dealers Exposition, COMDEX",,"컴퓨터 및 컴퓨터 관련 업체와 사용자를 대상으로 하는 세계 최대의 전시회. 컴퓨터 제조업체, 주변 기기 제조업체, 소프트웨어 업체 등이 제품을 전시하고 회의도 병행하여 개최된다. 1979년부터 미국에서는 춘계 컴덱스와 추계 컴덱스(COMDEX/Fall)가 개최되는데, 추계 컴덱스는 최대의 전시회이다. 유럽이나 일본에서는 연 1회의 춘계 컴덱스가 개최된다. 컴덱스는 재일 교포 3세인 손정의 씨가 운영하는 일본의 소프트뱅크사의 미국 자회사인 소프트뱅크 컴덱스(Softbank COMDEX)사가 운영하고 있다."
"컴케어, CommCare",,"디마지(Dimagi)사가 제공하는 모바일 의료 서비스로 병원이 없는 지역에 의료 지원을 할 수 있는 시스템. 디마지는 MIT 미디어 랩(MIT Media Lab) 동문이 모여 개발도상국의 질병과 교육 문제 등을 해결하기 위해 설립한 영리 단체로, 의료 기반 시설이 부족한 지역의 의료 인력을 위한 모바일 프로그램인 컴케어를 개발하였다. 휴대 전화에 인코딩된 정보를 바탕으로 초보자라도 쉽게 환자의 상태를 파악하고 실시간으로 전문 의료진에게 정보를 전달, 응급 상황에 대처할 수 있다."
"컴파일, compile",,"①넓은 뜻으로는 원시 언어로 된 프로그램으로부터 그와 동등한 일을 하는 목적 언어로 된 프로그램을 생성하는 작업. 프리프로세싱, 매크로 처리, 어셈블, 좁은 뜻에서의 컴파일 등 모든 종류의 언어 처리 작업을 총칭한다. ②좁은 뜻으로는 포트란이나 파스칼과 같은 고수준 언어로 작성된 원시 프로그램을 어셈블리 언어나 기계어 등의 저수준 언어로 된 목적 프로그램으로 번역하는 일."
"컴파일 단위, -單位, compilation unit",,"컴파일이 행해지는 단위. 언어마다 다르다. 하나의 프로그램이 여러 개의 컴파일 단위로 구성되는 경우, 각각을 독립적으로 컴파일한 후에 이들을 연계하여 전체에 대한 목적 프로그램으로 만든다."
"컴파일러, compiler, compiling program, compiler program",,①일반적인 의미로는 일정한 구문 규칙(syntactical rule)과 의미 규칙(semantical rules)에 따라서 어느 기호의 집합을 다른 기호의 집합으로 변환시키는 프로그램. ②컴퓨터 프로그래밍에서 공통적으로 사용되는 의미로는 포트란이나 코볼 등 고수준 언어로 작성된 컴퓨터 프로그램의 모든 원시 코드(source code)를 프로그램의 실행 전에 목적 코드로 번역하는 프로그램. 목적 코드는 컴퓨터가 실행 가능한 기계 코드를 말한다.
"컴파일러 발생기, -發生器, compiler generator",,컴파일러를 만드는 프로그램. 목적 언어의 구문과 그에 대응하는 의미 및 목적 컴퓨터의 구성 등을 입력함으로써 컴파일러를 만들어 내는 프로그램이다.
"컴파일러 언어, -言語, compiler language",,"포트란, 알골, 파스칼, C, C++ 등 컴파일 방식에 의한 언어. 원시 부호(source code) 그 자체는 수행될 수 없고, 컴파일 후 만들어진 목적 부호, 즉, 기계 부호가 수행 프로그램이 된다. 수행 속도가 빠르고, 또한 수행 프로그램에서는 원시 부호의 복원이 어렵기 때문에 원시 부호를 보호할 수 있는 장점이 있다. 이에 반해, 리스프, 프롤로그, 베이직 등 인터프리터 언어는 컴파일 단계 없이 그대로 원시 부호로서 수행된다. 예를 들어, 자바는 원칙적으로 컴파일러 언어지만, 원시 부호가 바이트 코드로 컴파일된 후 가상 머신에 의해 인터프리트되어 수행된다."
"컴파일러 옵션, compiler option",,"컴파일링의 어떤 측면을 제어하기 위한 핵심어(keyword). 컴파일러 옵션으로써 컴파일러에 의해 생성되는 로드 모듈(load module)의 종류, 생성되는 인쇄 출력의 종류, 오류 메시지의 처리 등을 제어할 수 있다."
"컴파일러 지시문, -指示文, compiler directive",,프로그램의 컴파일을 제어하기 위한 구성 요소.
"컴파일러 진단, -診斷, compiler diagnostics",,"컴파일러가 프로그램 컴파일 시 수행하는 오류 진단. 다음 4가지 경우가 있다. ㉠예비 경고:경고 메시지를 인쇄하고 컴파일 계속. ㉡수정 가능:일단 오류를 수정한 뒤 이를 설명해 주는 메시지를 인쇄한 후 컴파일 계속. ㉢수정 불가능:프로그램 작성자의 의도를 알아낼 수 없어 오류 진단 메시지를 인쇄한 후 오류가 발생한 구문이나 문장을 빼고 컴파일 계속. ㉣불가능:더 이상의 오류 진단 정보가 소용없을 정도로 오류가 많은 경우 컴파일 중단. 이 밖에 컴파일러에서 제공하는 출력으로 전체적인 진단 정보, 원시 언어 리스팅, 기계어 리스팅, 심벌의 정의와 그들의 참조에 대한 상호 관련 리스팅 등이 있다."
